"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","Pen","ACNC","Int","CLR","CoS","BS","AER","SBON","SBOF","PKM","PKD","OG","GAO","CS"
"*03rxa*","Idrissa Gueye","EVE","M","M","174","FA","ARS Sat 8:00PM","7.05","7.05","19%","0%","1","1","90","0","0","0","0","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","0"
"*035n1*","Bertrand Traore","SUN","M","M","216","FA","@BHA Sat 3:00PM","7.03","7.03","8%","+1%","1","1","69","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","1"
"*062p3*","Keane Lewis-Potter","BRF","M","M","281","feeneya","@WOL Sat 3:00PM","6.95","6.95","10%","+3%","1","1","60","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1"
"*06yb7*","Gabriel Gudmundsson","LEE","D","D","124","W <small>(Fri)</small>","CRY Sat 8:00PM","6.91","6.91","22%","+1%","1","1","88","0","1","0","0","1","2","0","0","0","0","0","1","2","0","1","0","1","0","0","0","1","0"
"*06c4o*","Lyle Foster","BUR","F","F","211","FA","@BOU Sat 3:00PM","6.87","6.87","16%","-1%","1","1","61","0","1","0","0","1","2","0","0","0","0","2","1","1","0","1","0","1","0","0","0","3","0"
"*06kqy*","Ayden Heaven","MUN","D","D","342","W <small>(Fri)</small>","@AVL Sun 4:30PM","6.45","6.45","2%","0%","1","1","90","0","1","0","0","1","0","0","0","0","0","0","11","1","0","4","0","0","0","0","0","4","0"
"*052cd*","Mason Mount","MUN","M","M","213","W <small>(Fri)</small>","@AVL Sun 4:30PM","6.41","6.41","48%","+14%","1","1","68","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","3","0"
"*05rl4*","Crysencio Summerville","WHU","M","M","220","FA","@MCI Sat 3:00PM","6.39","6.39","21%","0%","1","1","87","0","1","0","0","1","1","0","0","0","0","0","1","2","0","0","0","1","0","0","0","3","0"
"*070f4*","Ladislav Krejci","WOL","D","D","195","FA","BRF Sat 3:00PM","6.33","6.33","5%","-1%","1","1","79","0","0","0","0","1","1","0","0","0","0","0","1","0","0","3","0","1","0","0","0","1","0"
"*06pic*","Andre","WOL","M","M","221","FA","BRF Sat 3:00PM","6.3","6.3","3%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","1","8","0","0","1","0","0","0","0","0","2","0"
"*05g2o*","Joao Pedro","CHE","F","F","59","Dank95","@NEW Sat 12:30PM","6.25","6.25","100%","0%","1","1","80","0","1","0","0","0","3","0","0","0","0","0","1","2","0","4","0","1","0","0","0","0","1"
"*052cb*","Ian Maatsen","AVL","D","D","287","CUM","MUN Sun 4:30PM","6.23","6.23","39%","+12%","1","1","74","0","0","0","0","3","1","0","0","0","0","0","1","3","0","0","0","1","0","0","0","2","0"
"*06dmj*","Jurrien Timber","ARS","D","D","16","joester1","@EVE Sat 8:00PM","6.2","6.2","98%","0%","1","1","90","0","1","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","1","0"
"*05o4b*","Matty Cash","AVL","D","D","31","Ekitiki","MUN Sun 4:30PM","6.2","6.2","84%","+3%","1","1","90","0","1","0","0","3","0","1","0","0","0","1","2","0","0","2","0","0","0","0","0","2","0"
"*051k0*","John McGinn","AVL","M","M","128","FPLL","MUN Sun 4:30PM","6.2","6.2","49%","+1%","1","1","90","0","1","0","0","2","4","0","0","0","2","0","2","0","0","0","0","0","0","0","0","2","0"
"*06f8y*","Alex Scott","BOU","M","M","123","Ekitiki","BUR Sat 3:00PM","6.18","6.18","23%","0%","1","0","84","0","0","0","0","0","0","0","0","0","0","1","2","1","1","2","1","0","0","0","0","4","0"
"*02lm7*","Jack Grealish","EVE","M","M","55","ojag7","ARS Sat 8:00PM","6.16","6.16","97%","0%","1","1","83","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2","0"
"*0689w*","Georginio Rutter","BHA","F","F","142","joester1","SUN Sat 3:00PM","6.12","6.12","81%","+11%","1","1","81","0","5","0","0","0","3","0","0","0","0","0","2","0","0","0","0","1","0","0","0","2","0"
"*06mn0*","Igor Thiago","BRF","F","F","6","Rozza08","@WOL Sat 3:00PM","6.05","6.05","98%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","3","0","0","5","0","0","0","0","0","1","0"
"*05os8*","Joachim Andersen","FUL","D","D","102","CUM","NOT Mon 8:00PM","6.05","6.05","48%","+7%","1","1","90","0","0","0","0","0","0","1","0","0","0","2","9","0","0","3","0","0","0","0","0","2","0"
"*06zxy*","Benjamin Sesko","MUN","F","F","212","Ekitiki","@AVL Sun 4:30PM","5.9","5.9","75%","+1%","1","0","20","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"*06mx0*","Leny Yoro","MUN","D","D","197","W <small>(Fri)</small>","@AVL Sun 4:30PM","5.86","5.86","22%","-1%","1","1","68","0","0","0","0","1","0","0","0","0","0","1","6","0","0","4","0","1","0","0","0","3","0"
"*05yg5*","Toti","WOL","D","D","253","FA","BRF Sat 3:00PM","5.7","5.7","2%","0%","1","1","85","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","1","0","0","0","1","0"
"*04tig*","Fabian Schar","NEW","D","D","173","feeneya","CHE Sat 12:30PM","5.69","5.69","63%","-8%","1","0","47","0","0","0","0","0","0","0","0","0","0","1","3","0","0","3","1","0","0","0","0","1","0"
"*062oh*","Jake OBrien","EVE","D","D","73","EDL4EFL","ARS Sat 8:00PM","5.6","5.6","35%","+2%","1","1","90","0","2","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0"
"*04io4*","Richarlison","TOT","F","F","96","Dank95","LIV Sat 5:30PM","5.55","5.55","83%","+4%","1","1","90","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","3","0"
"*060wh*","Alejandro Garnacho","CHE","M","M","218","FPLL","@NEW Sat 12:30PM","5.53","5.53","69%","0%","1","1","64","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1"
"*05opj*","Elliot Anderson","NOT","M","M","50","Fsail93","@FUL Mon 8:00PM","5.45","5.45","98%","0%","1","1","90","0","1","0","0","1","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1"
"*05nt6*","Eberechi Eze","ARS","M","M","66","BMB","@EVE Sat 8:00PM","5.37","5.37","100%","0%","1","1","56","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","1","0","0","0","0","0"
"*06mow*","Jorgen Strand Larsen","WOL","F","F","202","Dank95","BRF Sat 3:00PM","5.36","5.36","59%","-8%","1","1","68","0","0","0","0","0","0","0","0","0","0","1","2","0","1","1","0","1","0","0","0","0","1"
"*05r94*","Iliman Ndiaye","EVE","M","M","19","EDL4EFL","ARS Sat 8:00PM","5.3","5.3","100%","0%","1","1","90","0","0","0","1","0","3","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","M","78","BukAke","@FUL Mon 8:00PM","5.3","5.3","99%","0%","1","1","90","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"*05uoc*","Cristian Romero","TOT","D","D","75","BukAke","LIV Sat 5:30PM","5.3","5.3","94%","+4%","1","1","90","0","0","0","0","1","0","0","0","0","0","3","2","0","0","2","0","0","0","0","0","3","0"
"*05oeh*","Kenny Tete","FUL","D","D","106","CTM","NOT Mon 8:00PM","5.3","5.3","69%","+8%","1","1","90","0","0","0","0","2","1","1","0","0","0","0","8","0","0","3","0","0","0","0","0","2","0"
"*06v0p*","Enzo Le Fee","SUN","M","M","111","Fsail93","@BHA Sat 3:00PM","5.3","5.3","61%","+6%","1","1","90","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1"
"*06p5s*","Brajan Gruda","BHA","M","M","289","FA","SUN Sat 3:00PM","5.26","5.26","18%","+1%","1","1","63","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","0"
"*066sd*","Myles Lewis-Skelly","ARS","D","D","395","BMB","@EVE Sat 8:00PM","5.21","5.21","41%","+12%","1","0","58","0","2","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0"
"*06phe*","Ferdi Kadioglu","BHA","D","D","185","FA","SUN Sat 3:00PM","5.2","5.2","14%","-6%","1","1","90","0","1","0","0","2","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","2","0"
"*04rh9*","David Brooks","BOU","M","M","233","W <small>(Fri)</small>","BUR Sat 3:00PM","5.02","5.02","13%","-2%","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*06zqk*","David Moller Wolfe","WOL","D","D","277","FA","BRF Sat 3:00PM","4.95","4.95","2%","0%","1","1","90","0","1","0","0","0","0","0","0","0","1","0","5","0","0","1","0","0","0","0","0","2","0"
"*05748*","Ismaila Sarr","CRY","M","M","144","CUM","@LEE Sat 8:00PM","4.85","4.85","92%","0%","1","1","90","0","2","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","3","0"
"*068lx*","Dango Ouattara","BRF","M","M","74","Dank95","@WOL Sat 3:00PM","4.8","4.8","94%","+1%","1","1","90","0","0","0","0","0","1","0","0","0","0","0","2","1","0","2","0","0","0","0","0","1","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","D","28","BMB","SUN Sat 3:00PM","4.8","4.8","76%","+6%","1","1","90","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","2","0"
"*05s08*","Valentino Livramento","NEW","D","D","155","CTM","CHE Sat 12:30PM","4.7","4.7","91%","-1%","1","1","90","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"*062ts*","Djed Spence","TOT","D","D","187","FA","LIV Sat 5:30PM","4.66","4.66","37%","+6%","1","1","58","0","0","0","0","1","1","0","0","0","0","0","0","3","0","1","0","1","0","0","0","2","0"
"*06y9z*","Martin Zubimendi","ARS","M","M","88","Fsail93","@EVE Sat 8:00PM","4.64","4.64","90%","0%","1","1","57","0","0","0","0","0","2","0","0","0","0","2","0","0","0","3","0","1","0","0","0","0","0"
"*06r5b*","Diego Gomez","BHA","M","M","130","FA","SUN Sat 3:00PM","4.62","4.62","44%","-7%","1","1","86","0","1","0","1","0","2","1","0","0","0","1","0","0","0","2","0","1","0","0","0","2","0"
"*067ys*","Jack Hinshelwood","BHA","M","M","297","FA","SUN Sat 3:00PM","4.62","4.62","7%","-1%","1","1","81","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0"
"*0520r*","Leandro Trossard","ARS","M","M","112","Rozza08","@EVE Sat 8:00PM","4.59","4.59","90%","+1%","1","0","32","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
"*0635j*","Chris Richards","CRY","D","D","12","CUM","@LEE Sat 8:00PM","4.55","4.55","91%","0%","1","1","90","0","0","0","0","2","2","0","0","0","0","3","3","1","0","0","0","0","0","0","0","3","0"
"*068yt*","Sasa Lukic","FUL","M","M","192","FA","NOT Mon 8:00PM","4.45","4.45","15%","-3%","1","0","10","0","0","0","0","1","0","0","0","0","0","0","3","0","0","5","1","0","0","0","0","1","0"
"*04ge7*","Donyell Malen","AVL","F","F","208","BukAke","MUN Sun 4:30PM","4.4","4.4","33%","-2%","1","0","25","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*06uyc*","Adrien Truffert","BOU","D","D","63","Ekitiki","BUR Sat 3:00PM","4.3","4.3","93%","+1%","1","1","90","0","0","0","0","2","1","0","0","0","0","2","4","0","1","2","0","0","0","0","0","4","0"
"*04tm0*","Lucas Digne","AVL","D","D","99","FPLL","MUN Sun 4:30PM","4.28","4.28","71%","-6%","1","0","14","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*04mdn*","Anthony Gordon","NEW","M","M","206","ojag7","CHE Sat 12:30PM","4.16","4.16","97%","+1%","1","1","58","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","1","0","0","0","1","0"
"*0647t*","Lucas Paqueta","WHU","M","M","92","BukAke","@MCI Sat 3:00PM","4.16","4.16","94%","+1%","1","1","88","0","1","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","3","0"
"*06ybq*","Chemsdine Talbi","SUN","F","F","201","Rozza08","@BHA Sat 3:00PM","4.14","4.14","11%","+3%","1","1","82","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1"
"*051kl*","Emiliano Buendia","AVL","M","M","169","Dank95","MUN Sun 4:30PM","4.08","4.08","31%","+3%","1","0","14","0","2","0","0","2","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*038ze*","Alex Iwobi","FUL","M","M","94","Rozza08","NOT Mon 8:00PM","4.06","4.06","97%","+1%","1","1","78","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0"
"*063q8*","Mikkel Damsgaard","BRF","M","M","131","CUM","@WOL Sat 3:00PM","4.06","4.06","92%","-4%","1","0","28","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","1","0"
"*0427d*","James Tarkowski","EVE","D","D","9","CTM","ARS Sat 8:00PM","4.05","4.05","98%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","2","0"
"*061va*","Boubacar Kamara","AVL","M","M","110","BukAke","MUN Sun 4:30PM","4.05","4.05","50%","+15%","1","1","90","0","0","0","0","0","0","1","0","0","0","1","1","1","0","2","0","0","0","0","0","2","0"
"*06mnc*","Daichi Kamada","CRY","M","M","125","FA","@LEE Sat 8:00PM","3.97","3.97","35%","-5%","1","1","66","0","1","0","0","2","2","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0"
"*02oo1*","Ben Davies","TOT","D","D","428","FA","LIV Sat 5:30PM","3.85","3.85","0%","0%","1","0","30","0","0","0","0","2","1","0","0","0","0","1","3","0","0","0","1","0","0","0","0","1","0"
"*06uzy*","Ao Tanaka","LEE","M","M","234","FA","CRY Sat 8:00PM","3.84","3.84","9%","+5%","1","1","72","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0"
"*06v0g*","Trai Hume","SUN","D","D","72","W <small>(Fri)</small>","@BHA Sat 3:00PM","3.78","3.78","62%","-5%","1","0","19","0","1","0","0","1","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","F","30","CTM","@LEE Sat 8:00PM","3.74","3.74","100%","0%","1","1","62","0","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*070ha*","Florentino Ibrain Morris Luis","BUR","M","M","149","EDL4EFL","@BOU Sat 3:00PM","3.72","3.72","11%","-2%","1","1","61","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","3","0"
"*06cms*","Sandro Tonali","NEW","M","M","140","Ekitiki","CHE Sat 12:30PM","3.66","3.66","84%","-2%","1","1","58","0","0","0","0","0","0","1","0","0","0","0","4","1","1","1","0","1","0","0","0","1","0"
"*05w91*","Hwang Hee-Chan","WOL","F","F","299","FA","BRF Sat 3:00PM","3.58","3.58","3%","0%","1","1","79","0","0","0","1","0","0","1","0","0","0","0","2","0","0","1","0","1","0","0","0","1","0"
"*0666p*","Kobbie Mainoo","MUN","M","M","367","W <small>(Fri)</small>","@AVL Sun 4:30PM","3.46","3.46","6%","0%","1","0","28","0","1","0","0","0","0","0","0","0","0","0","4","1","0","0","1","0","0","0","0","1","0"
"*052h5*","Gabriel Martinelli","ARS","M","M","300","FA","@EVE Sat 8:00PM","3.12","3.12","71%","+11%","1","1","56","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"*04tsb*","Viktor Gyokeres","ARS","F","F","176","BukAke","@EVE Sat 8:00PM","3.1","3.1","97%","0%","1","1","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"*062dt*","Joao Palhinha","TOT","M","M","100","FPLL","LIV Sat 5:30PM","3.1","3.1","62%","-6%","1","0","30","0","0","0","0","2","1","0","0","0","0","0","2","0","0","1","1","0","0","0","0","1","0"
"*06uzo*","Zian Flemming","BUR","M","M","179","ojag7","@BOU Sat 3:00PM","3.04","3.04","14%","+1%","1","0","27","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"*02oq6*","Luke Shaw","MUN","D","D","137","FPLL","@AVL Sun 4:30PM","3.01","3.01","21%","-3%","1","1","88","0","0","0","0","2","0","0","0","0","0","0","5","1","0","2","0","1","0","0","0","4","0"
"*04qrc*","Raul Jimenez","FUL","F","F","171","FPLL","NOT Mon 8:00PM","2.96","2.96","77%","+8%","1","1","78","0","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*062ci*","Kaoru Mitoma","BHA","M","M","260","joester1","SUN Sat 3:00PM","2.9","2.9","92%","0%","1","0","25","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0"
"*04hk9*","Mikel Merino","ARS","M","M","136","joester1","@EVE Sat 8:00PM","2.87","2.87","74%","-7%","1","0","31","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","1","0","0","0","0","1","0"
"*06ybp*","Thierno Barry","EVE","F","F","239","FA","ARS Sat 8:00PM","2.84","2.84","37%","+6%","1","1","67","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","2","0"
"*06r7k*","Emmanuel Agbadou","WOL","D","D","190","FA","BRF Sat 3:00PM","2.8","2.8","5%","-1%","1","1","90","0","0","0","0","1","0","1","0","0","0","0","8","0","0","1","0","0","0","0","0","2","0"
"*02t1k*","Nathaniel Clyne","CRY","D","D","387","FA","@LEE Sat 8:00PM","2.77","2.77","5%","+2%","1","1","76","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","2","0"
"*05ts6*","Yerson Mosquera","WOL","D","D","370","FA","BRF Sat 3:00PM","2.7","2.7","2%","0%","1","1","90","0","1","0","0","0","0","1","0","0","0","1","8","1","1","3","0","0","0","0","1","2","0"
"*06rm8*","Mathys Tel","TOT","F","F","298","FA","LIV Sat 5:30PM","2.58","2.58","24%","-1%","1","0","9","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"*04spp*","Douglas Luiz","NOT","M","M","355","FA","@FUL Mon 8:00PM","2.58","2.58","6%","0%","1","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0"
"*061vp*","Brenden Aaronson","LEE","M","M","135","CTM","CRY Sat 8:00PM","2.57","2.57","31%","-1%","1","0","16","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"*05uel*","Kristoffer Ajer","BRF","D","D","210","FA","@WOL Sat 3:00PM","2.56","2.56","4%","-2%","1","0","8","0","1","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","1","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","D","200","joester1","@MCI Sat 3:00PM","2.55","2.55","3%","+1%","1","1","90","0","0","0","0","2","0","0","0","0","0","4","3","0","1","1","0","0","0","0","1","3","0"
"*04ge9*","Eddie Nketiah","CRY","F","F","286","EDL4EFL","@LEE Sat 8:00PM","2.52","2.52","11%","+2%","1","0","26","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0"
"*03am7*","Jacob Murphy","NEW","M","M","126","CTM","CHE Sat 12:30PM","2.5","2.5","84%","-2%","1","0","30","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*068yc*","Yasin Ayari","BHA","M","M","148","FA","SUN Sat 3:00PM","2.5","2.5","27%","-4%","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0"
"*06y9n*","Jamie Gittens","CHE","F","F","267","FA","@NEW Sat 12:30PM","2.48","2.48","36%","-3%","1","0","24","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*04f6o*","Will Hughes","CRY","M","M","312","FA","@LEE Sat 8:00PM","2.44","2.44","1%","0%","1","0","22","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","2","0"
"*045c8*","Gabriel Jesus","ARS","F","F","434","FA","@EVE Sat 8:00PM","2.41","2.41","22%","+15%","1","0","8","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
"*050jq*","Marc Guehi","CRY","D","D","5","Ekitiki","@LEE Sat 8:00PM","2.3","2.3","98%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","6","0","0","2","0","0","0","0","0","3","0"
"*06ymu*","El Hadji Malick Diouf","WHU","M","M","98","FA","@MCI Sat 3:00PM","2.3","2.3","57%","-4%","1","1","90","0","0","0","0","1","2","1","0","0","0","0","4","0","0","1","0","0","0","0","0","3","0"
"*06fwi*","Carlos Baleba","BHA","M","M","238","FA","SUN Sat 3:00PM","2.26","2.26","20%","-1%","1","1","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"*03gu5*","Andrew Robertson","LIV","D","D","263","FA","@TOT Sat 5:30PM","2.22","2.22","18%","-5%","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"*05y7c*","Archie Gray","TOT","M","M","365","FA","LIV Sat 5:30PM","2.16","2.16","3%","0%","1","1","58","0","0","0","1","0","1","1","0","0","0","0","2","0","0","0","0","1","0","0","0","2","0"
"*062h7*","Tyler Adams","BOU","M","M","117","W <small>(Fri)</small>","BUR Sat 3:00PM","2.08","2.08","28%","0%","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"*052ca*","Ezri Konsa","AVL","D","D","146","Fsail93","MUN Sun 4:30PM","2.05","2.05","33%","+2%","1","1","90","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0"
"*04e1c*","Lewis Dunk","BHA","D","D","127","feeneya","SUN Sat 3:00PM","2.05","2.05","17%","-3%","1","1","90","0","0","0","0","0","0","1","0","0","0","1","1","0","2","0","0","0","0","0","0","2","0"
"*06rlj*","Patrick Dorgu","MUN","D","D","196","W <small>(Fri)</small>","@AVL Sun 4:30PM","2.02","2.02","48%","-5%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"*04abn*","Harvey Barnes","NEW","M","M","191","Fsail93","CHE Sat 12:30PM","2","2","72%","-6%","1","0","30","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*044w8*","Marcus Edwards","BUR","F","F","410","FA","@BOU Sat 3:00PM","1.94","1.94","7%","0%","1","0","27","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","M","181","FA","@WOL Sat 3:00PM","1.93","1.93","7%","-1%","1","0","9","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0"
"*062pl*","Lisandro Martinez","MUN","D","D","414","W <small>(Fri)</small>","@AVL Sun 4:30PM","1.9","1.9","6%","-1%","1","0","20","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","1","0"
"*070hc*","Brian Brobbey","SUN","F","F","301","FA","@BHA Sat 3:00PM","1.88","1.88","8%","+3%","1","1","69","0","0","0","0","0","2","1","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1"
"*05n07*","Pedro Porro","TOT","D","D","71","BMB","LIV Sat 5:30PM","1.8","1.8","100%","0%","1","1","90","0","0","0","0","2","1","1","0","0","0","1","2","0","0","2","0","0","0","0","0","3","0"
"*04adp*","Aaron Wan-Bissaka","WHU","D","D","203","FA","@MCI Sat 3:00PM","1.8","1.8","55%","+7%","1","1","90","0","0","0","0","0","1","0","0","0","0","1","2","1","0","1","0","0","0","0","0","3","0"
"*06fvn*","Beto","EVE","F","F","246","FA","ARS Sat 8:00PM","1.67","1.67","29%","-2%","1","0","21","0","0","0","0","0","1","0","0","0","0","0","1","0","0","3","1","0","0","0","0","0","0"
"*05ogb*","Anthony Elanga","NEW","F","F","275","FA","CHE Sat 12:30PM","1.66","1.66","65%","-6%","1","1","58","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*06xzd*","Charalampos Kostoulas","BHA","F","F","339","FA","SUN Sat 3:00PM","1.64","1.64","4%","0%","1","0","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*04e1e*","Ben White","ARS","D","D","269","FA","@EVE Sat 8:00PM","1.6","1.6","86%","+16%","1","1","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*05r9b*","Martin Odegaard","ARS","M","M","271","Fsail93","@EVE Sat 8:00PM","1.54","1.54","98%","0%","1","0","32","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"*068a0*","Andrey Santos","CHE","M","M","320","FA","@NEW Sat 12:30PM","1.52","1.52","3%","-2%","1","0","31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*03xrs*","Axel Tuanzebe","BUR","D","D","291","FA","@BOU Sat 3:00PM","1.52","1.52","1%","0%","1","1","76","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3","0"
"*05gcc*","Kiernan Dewsbury-Hall","EVE","M","M","68","FPLL","ARS Sat 8:00PM","1.3","1.3","87%","+2%","1","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"*06phw*","Federico Chiesa","LIV","F","F","319","joester1","@TOT Sat 5:30PM","1.27","1.27","11%","+1%","1","0","6","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"*06onx*","Jean-Clair Todibo","WHU","D","D","244","FA","@MCI Sat 3:00PM","1.2","1.2","2%","0%","1","1","90","0","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","3","0"
"*06v12*","Fer Lopez","WOL","F","F","377","FA","BRF Sat 3:00PM","1.18","1.18","4%","0%","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"*06195*","Tyler Dibling","EVE","M","M","411","FA","ARS Sat 8:00PM","1.1","1.1","2%","0%","1","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*0646f*","Alexander Isak","LIV","F","F","293","FPLL","@TOT Sat 5:30PM","0.97","0.97","99%","0%","1","0","11","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"*05os4*","Rayan Ait-Nouri","MCI","D","D","336","FA","WHU Sat 3:00PM","0.92","0.92","66%","-7%","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
