"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","Pen","ACNC","Int","CLR","CoS","BS","AER","SBON","SBOF","PKM","PKD","OG","GAO","CS"
"*04qfz*","Diogo Dalot","MUN","D","D","107","BukAke","@AVL Sun 4:30PM","11.1","11.1","69%","+19%","1","1","90","0","2","1","0","1","0","1","0","0","1","0","6","0","0","4","0","0","0","0","0","4","0"
"*070g8*","Nicolo Savona","NOT","D","D","193","Fsail93","@FUL Mon 8:00PM","10.85","10.85","12%","-9%","1","1","90","0","2","0","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1"
"*05trb*","Bryan Mbeumo","MUN","F","F","18","BMB","@AVL Sun 4:30PM","10.81","10.81","100%","0%","1","1","88","0","2","0","2","0","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","4","0"
"*070cj*","Noah Okafor","LEE","F","F","156","Ekitiki","CRY Sat 8:00PM","10.81","10.81","31%","-1%","1","1","88","0","2","0","1","1","1","0","0","0","1","0","1","1","0","3","0","1","0","0","0","1","0"
"*070g9*","Soungoutou Magassa","WHU","M","M","282","FA","@MCI Sat 3:00PM","10.75","10.75","1%","0%","1","1","80","0","1","0","1","3","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","3","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","M","23","Dank95","@TOT Sat 5:30PM","10.69","10.69","100%","0%","1","1","82","0","2","0","0","1","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","1"
"*06v6n*","Quilindschy Hartman","BUR","D","D","89","Dank95","@BOU Sat 3:00PM","10.55","10.55","41%","-3%","1","1","90","0","0","1","0","1","0","0","0","0","0","1","3","1","0","1","0","0","0","0","0","3","0"
"*063e7*","Marcos Senesi","BOU","D","D","20","Dank95","BUR Sat 3:00PM","10.45","10.45","88%","-1%","1","1","90","0","1","0","1","2","1","1","0","0","0","2","9","0","4","3","0","0","0","0","0","4","0"
"*06rm7*","Nico Gonzalez","MCI","M","M","132","CTM","WHU Sat 3:00PM","10.3","10.3","32%","-3%","1","1","90","0","0","0","0","1","2","0","0","0","0","1","4","2","0","3","0","0","0","0","0","0","1"
"*06c6g*","Yankuba Minteh","BHA","M","M","8","BMB","SUN Sat 3:00PM","10.2","10.2","99%","0%","1","1","90","0","1","0","0","1","1","0","0","0","2","0","0","4","0","0","0","0","0","0","0","2","0"
"*070fa*","Xavi Simons","TOT","M","M","199","CUM","LIV Sat 5:30PM","10.2","10.2","73%","+12%","1","1","90","0","1","0","0","4","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","3","0"
"*02m11*","Matt Doherty","WOL","D","D","331","FA","BRF Sat 3:00PM","10.11","10.11","1%","0%","1","1","68","0","0","0","0","1","0","1","0","0","0","0","3","0","1","1","0","1","0","0","0","0","1"
"*05tqz*","Rico Henry","BRF","D","D","333","FA","@WOL Sat 3:00PM","9.81","9.81","1%","0%","1","0","28","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","0","1","0"
"*062og*","Aaron Hickey","BRF","D","D","292","FA","@WOL Sat 3:00PM","9.7","9.7","2%","+1%","1","1","60","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","1"
"*0687c*","Carlos Alcaraz","EVE","M","M","295","FA","ARS Sat 8:00PM","9.56","9.56","27%","-7%","1","0","73","0","4","0","0","1","0","0","0","0","1","2","0","0","0","1","1","0","0","0","0","2","0"
"*068yd*","Joao Gomes","WOL","M","M","178","FA","BRF Sat 3:00PM","9.55","9.55","20%","-1%","1","1","90","0","0","0","0","2","0","0","0","0","1","2","1","1","0","1","0","0","0","0","0","2","0"
"*06fv8*","Mohammed Kudus","TOT","M","M","15","Fsail93","LIV Sat 5:30PM","9.48","9.48","100%","0%","1","1","79","0","1","0","0","3","2","0","0","0","1","0","0","3","0","0","0","1","0","0","0","3","0"
"*06jgs*","Adam Wharton","CRY","M","M","114","CTM","@LEE Sat 8:00PM","9.45","9.45","66%","+2%","1","1","90","0","1","0","0","4","1","0","0","0","0","1","1","0","0","2","0","0","0","0","0","3","0"
"*064a0*","Wilfried Gnonto","LEE","F","F","322","FA","CRY Sat 8:00PM","9.37","9.37","15%","0%","1","0","16","0","2","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0"
"*0558w*","William Saliba","ARS","D","D","139","ojag7","@EVE Sat 8:00PM","9.3","9.3","97%","+1%","1","1","90","0","0","0","0","1","0","0","0","0","0","2","2","1","0","2","0","0","0","0","0","1","0"
"*06y59*","Noah Sadiki","SUN","M","M","153","FA","@BHA Sat 3:00PM","9.3","9.3","5%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","2","0","2","0","1","0","0","0","0","0","0","1"
"*06mvz*","Savio","MCI","M","M","265","FA","WHU Sat 3:00PM","9.08","9.08","54%","-5%","1","0","4","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"*0327r*","Michael Keane","EVE","D","D","26","feeneya","ARS Sat 8:00PM","9.05","9.05","68%","+4%","1","1","90","0","0","0","0","0","0","0","0","0","0","2","5","0","0","5","0","0","0","0","0","2","0"
"*03yqz*","Joe Rodon","LEE","D","D","58","ojag7","CRY Sat 8:00PM","9.05","9.05","47%","-2%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","9","0","0","4","0","0","0","0","0","1","0"
"*05ocl*","Ollie Watkins","AVL","F","F","134","ojag7","MUN Sun 4:30PM","8.98","8.98","98%","+1%","1","1","74","0","0","1","0","0","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","2","0"
"*04spw*","James Garner","EVE","M","M","45","joester1","ARS Sat 8:00PM","8.96","8.96","78%","0%","1","1","83","0","2","0","0","1","1","0","0","0","1","1","0","1","1","0","0","1","0","0","0","2","0"
"*06mpp*","Mats Wieffer","BHA","M","M","97","BMB","SUN Sat 3:00PM","8.85","8.85","68%","-2%","1","1","90","0","2","0","0","0","2","0","0","0","1","3","1","0","0","2","0","0","0","0","0","2","0"
"*067x8*","Nico OReilly","MCI","M","M","76","BMB","WHU Sat 3:00PM","8.76","8.76","79%","+2%","1","1","88","0","0","0","0","0","1","0","0","0","0","1","4","0","1","3","0","1","0","0","0","0","1"
"*05ylj*","Bruno Guimaraes","NEW","M","M","34","Ekitiki","CHE Sat 12:30PM","8.7","8.7","100%","0%","1","1","90","0","1","0","2","1","0","1","0","0","0","0","6","0","0","1","0","0","0","0","0","1","0"
"*06zbx*","Anton Stach","LEE","M","M","64","joester1","CRY Sat 8:00PM","8.45","8.45","76%","+9%","1","1","90","0","1","0","0","1","1","0","0","0","1","2","1","1","0","0","0","0","0","0","0","1","0"
"*0700u*","Bafode Diakite","BOU","D","D","152","CUM","BUR Sat 3:00PM","8.3","8.3","23%","0%","1","1","90","0","0","0","0","2","1","0","0","0","0","2","4","0","2","5","0","0","0","0","0","4","0"
"*06jgr*","Maxime Esteve","BUR","D","D","116","joester1","@BOU Sat 3:00PM","8.3","8.3","13%","+1%","1","1","90","0","0","0","0","0","0","0","0","0","0","1","2","1","0","7","0","0","0","0","0","3","0"
"*02lp5*","Adam Smith","BOU","D","D","314","W <small>(Fri)</small>","BUR Sat 3:00PM","8.2","8.2","1%","0%","1","1","90","0","1","1","0","0","0","1","0","0","0","1","2","0","1","3","0","0","0","0","0","4","0"
"*05gcs*","Sander Berge","FUL","M","M","160","FA","NOT Mon 8:00PM","8.2","8.2","5%","-1%","1","1","90","0","1","0","0","1","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","2","0"
"*06v06*","Tijjani Reijnders","MCI","M","M","143","Rozza08","WHU Sat 3:00PM","8.18","8.18","91%","-1%","1","1","84","0","0","0","1","1","2","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","1"
"*05ybq*","Vitalii Mykolenko","EVE","D","D","154","FA","ARS Sat 8:00PM","8.1","8.1","45%","-1%","1","1","90","0","2","0","0","1","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","2","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","M","165","FA","LIV Sat 5:30PM","8.06","8.06","14%","0%","1","1","58","0","1","0","0","0","0","0","0","0","0","2","2","0","2","1","0","1","0","0","0","2","0"
"*063hu*","Amadou Onana","AVL","M","M","182","FA","MUN Sun 4:30PM","8.01","8.01","16%","+2%","1","1","63","0","0","0","0","2","0","0","0","0","0","1","1","0","0","5","0","1","0","0","0","2","0"
"*06rpm*","Mateus Mane","WOL","F","F","380","FA","BRF Sat 3:00PM","7.96","7.96","0%","0%","1","0","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0"
"*06ab3*","Lewis Miley","NEW","M","M","224","FA","CHE Sat 12:30PM","7.8","7.8","22%","+6%","1","1","90","0","0","0","0","2","0","0","0","0","0","0","2","2","0","1","0","0","0","0","0","1","0"
"*05gvx*","Armando Broja","BUR","F","F","354","FA","@BOU Sat 3:00PM","7.8","7.8","3%","+1%","1","1","90","0","0","0","2","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0"
"*05tr9*","Mathias Jensen","BRF","M","M","255","FA","@WOL Sat 3:00PM","7.6","7.6","2%","+1%","1","1","80","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1"
"*06clt*","Justin Kluivert","BOU","M","M","264","feeneya","BUR Sat 3:00PM","7.56","7.56","64%","-3%","1","1","88","0","2","0","0","0","1","0","0","0","2","0","0","1","0","1","0","1","0","0","0","4","0"
"*0522h*","Alexis Mac Allister","LIV","M","M","189","FA","@TOT Sat 5:30PM","7.55","7.55","82%","-1%","1","1","90","0","0","0","0","1","1","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","1"
"*06y9o*","Igor Jesus Maciel da Cruz","NOT","F","F","205","ojag7","@FUL Mon 8:00PM","7.33","7.33","36%","+3%","1","1","84","0","1","0","0","0","2","0","0","0","1","1","3","0","0","4","0","1","0","0","0","0","1"
"*02lsa*","Dan Burn","NEW","D","D","33","Fsail93","CHE Sat 12:30PM","7.32","7.32","97%","0%","1","1","41","0","0","0","0","0","0","0","0","0","0","0","6","0","0","4","0","1","0","0","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","M","214","CUM","WHU Sat 3:00PM","7.26","7.26","64%","-4%","1","1","88","0","0","0","0","0","1","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","1"
"*04agz*","Declan Rice","ARS","M","M","10","Ekitiki","@EVE Sat 8:00PM","7.2","7.2","100%","0%","1","1","90","0","1","0","1","0","1","0","0","0","0","0","2","1","0","1","0","0","0","0","0","1","0"
"*04lav*","Ethan Ampadu","LEE","D","D","204","FA","CRY Sat 8:00PM","7.2","7.2","4%","0%","1","1","90","0","1","0","0","0","2","0","0","0","1","1","2","1","0","1","0","0","0","0","0","1","0"
"*06pia*","Maxence Lacroix","CRY","D","D","13","EDL4EFL","@LEE Sat 8:00PM","7.05","7.05","97%","0%","1","1","90","0","0","0","0","4","0","0","0","0","1","0","5","0","0","2","0","0","0","0","0","3","0"
