"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","G/G","A","Pts","S","SOT","FC","FS","YC","RC","DPt","Off","PKG","CS"
"*067yv*","Cody Gakpo","LIV","F","F","47","CTM","BHA 0<br/>@LIV 2 F","1.9","1.9","99%","-1%","1","1","45","0","0.0","0","0","1","0","0","0","0","0","0","1","0","0"
"*06dmj*","Jurrien Timber","ARS","D","D","16","joester1","WOL Sat 8:00PM","1.9","1.9","98%","0%","1","0","45","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*06mvz*","Savio","MCI","M","M","284","FA","@CRY Sun 2:00PM","1.9","1.9","56%","-4%","1","0","25","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u1m*","Nathan Collins","BRF","D","D","115","Ekitiki","LEE Sun 4:30PM","1.8","1.8","58%","+6%","1","0","15","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070hr*","Jonah Kusi-Asare","FUL","F","F","435","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","1.72","1.72","0%","0%","1","0","16","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*06rpm*","Mateus Mane","WOL","F","F","402","FA","@ARS Sat 8:00PM","1.66","1.66","0%","0%","1","0","8","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06804*","Benoit Badiashile","CHE","D","D","418","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","1.65","1.65","1%","0%","1","1","45","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*0639x*","Marcus Tavernier","BOU","M","M","87","BukAke","@MUN Mon 8:00PM","1.58","1.58","96%","0%","1","0","29","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04ge9*","Eddie Nketiah","CRY","F","F","286","FA","MCI Sun 2:00PM","1.5","1.5","14%","+5%","1","0","25","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*06kx1*","Justin Devenny","CRY","M","M","370","FA","MCI Sun 2:00PM","1.5","1.5","1%","0%","1","0","25","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*05ogb*","Anthony Elanga","NEW","F","F","269","FA","@SUN Sun 2:00PM","1.46","1.46","63%","-7%","1","0","23","0","0.0","0","0","0","0","2","0","0","0","2","0","0","0"
"*06y27*","Loum Tchaouna","BUR","F","F","253","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","1.4","1.4","7%","0%","1","1","45","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*04o82*","Curtis Jones","LIV","M","M","248","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","1.38","1.38","16%","+6%","1","0","24","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*06zbz*","Hugo Ekitike","LIV","F","F","70","Fsail93","BHA 0<br/>@LIV 2 F","1.3","1.3","96%","+1%","1","0","15","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*070hb*","Jaydee Canvot","CRY","D","D","358","FA","MCI Sun 2:00PM","1.27","1.27","1%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mi4*","Callum Hudson-Odoi","NOT","F","F","228","FA","TOT Sun 2:00PM","1.19","1.19","59%","-4%","1","0","22","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04p0d*","Dwight McNeil","EVE","M","M","383","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","1.18","1.18","28%","0%","1","0","9","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*06phw*","Federico Chiesa","LIV","F","F","313","joester1","BHA 0<br/>@LIV 2 F","1.06","1.06","11%","+1%","1","0","3","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*05r4h*","Lamare Bogarde","AVL","D","D","336","FA","@WHU Sun 2:00PM","1.06","1.06","0%","0%","1","0","3","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06ex4*","Josko Gvardiol","MCI","D","D","120","Rozza08","@CRY Sun 2:00PM","1.05","1.05","98%","+1%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os8*","Joachim Andersen","FUL","D","D","99","CUM","FUL 1<br/>@BUR 1","1.05","1.05","48%","+7%","1","1","90","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fhy*","Wilson Odobert","TOT","F","F","270","FA","@NOT Sun 2:00PM","1.04","1.04","5%","0%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v0m*","Luke ONien","SUN","M","M","829","FA","NEW Sun 2:00PM","1.02","1.02","1%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kyx*","Andy Irving","WHU","M","M","382","FA","AVL Sun 2:00PM","1.02","1.02","0%","0%","1","0","6","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06do9*","Milos Kerkez","LIV","D","D","130","Fsail93","BHA 0<br/>@LIV 2 F","0.96","0.96","82%","-1%","1","0","3","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xzc*","Stefanos Tzimas","BHA","F","F","345","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0.96","0.96","2%","-1%","1","1","23","0","0.0","0","0","0","0","1","0","0","0","1","1","0","0"
"*070ho*","Lutsharel Geertruida","SUN","D","D","295","FA","NEW Sun 2:00PM","0.95","0.95","1%","0%","1","0","10","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tm0*","Lucas Digne","AVL","D","D","98","FPLL","@WHU Sun 2:00PM","0.88","0.88","76%","-1%","1","0","19","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070hd*","Tolu Arokodare","WOL","F","F","333","FA","@ARS Sat 8:00PM","0.66","0.66","1%","0%","1","0","8","0","0.0","0","0","1","0","2","0","0","0","2","0","0","0"
"*05l8q*","Cole Palmer","CHE","M","M","277","BMB","EVE 0<br/>@CHE 2 F","0.56","0.56","100%","0%","1","0","28","0","0.0","0","0","1","0","1","0","0","0","1","0","0","0"
"*06v02*","Joel Piroe","LEE","F","F","387","feeneya","@BRF Sun 4:30PM","0.56","0.56","16%","0%","1","0","3","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*044w8*","Marcus Edwards","BUR","F","F","415","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0.52","0.52","7%","0%","1","0","31","0","0.0","0","0","1","0","0","1","0","0","0","0","0","0"
"*06v01*","Ilia Gruev","LEE","M","M","327","FA","@BRF Sun 4:30PM","0.44","0.44","0%","0%","1","0","22","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06r7f*","Julio Soler","BOU","D","D","446","FA","@MUN Mon 8:00PM","0.38","0.38","0%","0%","1","0","19","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*062p3*","Keane Lewis-Potter","BRF","M","M","294","feeneya","LEE Sun 4:30PM","0.3","0.3","8%","+1%","1","0","15","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*0521z*","James Justin","LEE","D","D","384","FA","@BRF Sun 4:30PM","0.29","0.29","0%","0%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tig*","Fabian Schar","NEW","D","D","175","feeneya","@SUN Sun 2:00PM","0.27","0.27","67%","-4%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070fa*","Xavi Simons","TOT","M","M","205","CUM","@NOT Sun 2:00PM","0.24","0.24","72%","+11%","1","0","12","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*06mnm*","Marc Guiu","CHE","F","F","355","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","0.24","0.24","5%","0%","1","0","12","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*06pib*","Manuel Ugarte","MUN","M","M","325","FA","BOU Mon 8:00PM","0.24","0.24","3%","0%","1","0","12","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0"
"*05mxa*","Joel Veltman","BHA","D","D","328","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0.22","0.22","1%","0%","1","0","11","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04tsb*","Viktor Gyokeres","ARS","F","F","168","BukAke","WOL Sat 8:00PM","0.12","0.12","97%","0%","1","0","6","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pez*","Mohamadou Kante","WHU","M","M","450","FA","AVL Sun 2:00PM","0.12","0.12","0%","0%","1","0","6","0","0.0","0","0","1","0","0","0","0","0","0","0","0","0"
"*051kl*","Emiliano Buendia","AVL","M","M","166","FA","@WHU Sun 2:00PM","0.06","0.06","35%","+7%","1","0","3","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yey*","Max Kilman","WHU","D","D","157","FA","AVL Sun 2:00PM","0.04","0.04","26%","0%","1","0","2","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y7c*","Archie Gray","TOT","M","M","369","FA","@NOT Sun 2:00PM","0.04","0.04","2%","0%","1","0","2","0","0.0","0","0","0","0","1","0","0","0","1","0","0","0"
"*02y6o*","Nathan Ake","MCI","D","D","347","FA","@CRY Sun 2:00PM","0.02","0.02","2%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fy7*","Nicolas Dominguez","NOT","M","M","341","FA","TOT Sun 2:00PM","0.02","0.02","1%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y28*","Sebastiaan Bornauw","LEE","D","D","452","FA","@BRF Sun 4:30PM","0.02","0.02","0%","0%","1","0","1","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k7*","Reece James","CHE","D","D","26","Fsail93","EVE 0<br/>@CHE 2 F","0","0","100%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","D","27","CTM","WOL Sat 8:00PM","0","0","99%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0558w*","William Saliba","ARS","D","D","146","ojag7","WOL Sat 8:00PM","0","0","96%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rb8*","Moises Caicedo","CHE","M","M","103","EDL4EFL","EVE 0<br/>@CHE 2 F","0","0","95%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0647t*","Lucas Paqueta","WHU","M","M","89","BukAke","AVL Sun 2:00PM","0","0","94%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uor*","Yoane Wissa","NEW","F","F","448","FPLL","@SUN Sun 2:00PM","0","0","93%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ci*","Kaoru Mitoma","BHA","M","M","257","joester1","BHA 0<br/>@LIV 2 F","0","0","92%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05748*","Ismaila Sarr","CRY","M","M","142","CUM","MCI Sun 2:00PM","0","0","91%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0520r*","Leandro Trossard","ARS","M","M","111","Rozza08","WOL Sat 8:00PM","0","0","91%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063e7*","Marcos Senesi","BOU","D","D","25","Dank95","@MUN Mon 8:00PM","0","0","88%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ezb*","Micky van de Ven","TOT","D","D","79","FPLL","@NOT Sun 2:00PM","0","0","87%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0689w*","Georginio Rutter","BHA","F","F","129","joester1","BHA 0<br/>@LIV 2 F","0","0","81%","+11%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rf9*","Omar Marmoush","MCI","F","F","331","FA","@CRY Sun 2:00PM","0","0","79%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zxy*","Benjamin Sesko","MUN","F","F","211","Ekitiki","BOU Mon 8:00PM","0","0","75%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rzp*","Antonee Robinson","FUL","D","D","389","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0","0","74%","+7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v05*","Jeremie Frimpong","LIV","D","D","365","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0","0","74%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m5b*","Chris Wood","NOT","F","F","255","EDL4EFL","TOT Sun 2:00PM","0","0","72%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0327r*","Michael Keane","EVE","D","D","20","feeneya","EVE 0<br/>@CHE 2 F","0","0","68%","+4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os4*","Rayan Ait-Nouri","MCI","D","D","337","W <small>(Tue)</small>","@CRY Sun 2:00PM","0","0","68%","-6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0524k*","Rodri","MCI","M","M","335","Ekitiki","@CRY Sun 2:00PM","0","0","67%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03fgo*","Dominic Solanke","TOT","F","F","414","FA","@NOT Sun 2:00PM","0","0","66%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062dt*","Joao Palhinha","TOT","M","M","94","FPLL","@NOT Sun 2:00PM","0","0","64%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06p4k*","Matthijs de Ligt","MUN","D","D","69","Ekitiki","BOU Mon 8:00PM","0","0","62%","-6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o6h*","Kai Havertz","ARS","F","F","431","CUM","WOL Sat 8:00PM","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sd*","Myles Lewis-Skelly","ARS","D","D","417","BMB","WOL Sat 8:00PM","0","0","57%","+28%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylx*","Dejan Kulusevski","TOT","M","M","644","FA","@NOT Sun 2:00PM","0","0","52%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opl*","Wesley Fofana","CHE","D","D","148","Dank95","EVE 0<br/>@CHE 2 F","0","0","50%","+17%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dx3*","Kieran Trippier","NEW","D","D","212","FA","@SUN Sun 2:00PM","0","0","49%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwz*","Murillo","NOT","D","D","192","W <small>(Tue)</small>","TOT Sun 2:00PM","0","0","49%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ug0*","Sean Longstaff","LEE","M","M","132","FA","@BRF Sun 4:30PM","0","0","41%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhj*","Conor Bradley","LIV","D","D","243","Rozza08","BHA 0<br/>@LIV 2 F","0","0","37%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ts*","Djed Spence","TOT","D","D","184","FA","@NOT Sun 2:00PM","0","0","35%","+4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vp*","Brenden Aaronson","LEE","M","M","131","CTM","@BRF Sun 4:30PM","0","0","33%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yc*","Yasin Ayari","BHA","M","M","135","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0","0","27%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0626q*","Simon Adingra","SUN","M","M","321","FA","NEW Sun 2:00PM","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0414o*","James Maddison","TOT","M","M","658","FA","@NOT Sun 2:00PM","0","0","25%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*045c8*","Gabriel Jesus","ARS","F","F","821","FA","WOL Sat 8:00PM","0","0","24%","+17%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l27*","Jarrad Branthwaite","EVE","D","D","510","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","0","0","23%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03frx*","Ola Aina","NOT","D","D","351","FA","TOT Sun 2:00PM","0","0","22%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vn*","Rodrigo Muniz","FUL","F","F","301","EDL4EFL","FUL 1<br/>@BUR 1","0","0","21%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq8*","James Ward-Prowse","WHU","M","M","312","FA","AVL Sun 2:00PM","0","0","20%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yr0*","Daniel James","LEE","M","M","319","FA","@BRF Sun 4:30PM","0","0","20%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rl4*","Crysencio Summerville","WHU","M","M","223","FA","AVL Sun 2:00PM","0","0","19%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye7*","Oscar Bobb","MCI","M","M","261","FA","@CRY Sun 2:00PM","0","0","19%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o2t*","Niclas Fullkrug","WHU","F","F","318","FA","AVL Sun 2:00PM","0","0","19%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rxa*","Idrissa Gueye","EVE","M","M","159","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","0","0","19%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065ao*","Ethan Nwaneri","ARS","M","M","393","FA","WOL Sat 8:00PM","0","0","17%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v0s*","Eliezer Mayenda","SUN","F","F","346","FA","NEW Sun 2:00PM","0","0","17%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfq*","Matt ORiley","BHA","M","M","329","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0","0","17%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*064a0*","Wilfried Gnonto","LEE","F","F","340","FA","@BRF Sun 4:30PM","0","0","15%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062a9*","Sven Botman","NEW","D","D","215","FA","@SUN Sun 2:00PM","0","0","15%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p5*","Levi Colwill","CHE","D","D","537","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","0","0","15%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rec*","Tyrone Mings","AVL","D","D","241","FA","@WHU Sun 2:00PM","0","0","14%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rh9*","David Brooks","BOU","M","M","240","FA","@MUN Mon 8:00PM","0","0","13%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043qy*","Lewis Cook","BOU","M","M","349","FA","@MUN Mon 8:00PM","0","0","13%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05raa*","Hugo Bueno","WOL","D","D","161","FA","@ARS Sat 8:00PM","0","0","12%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ve*","Ryan Christie","BOU","M","M","299","FA","@MUN Mon 8:00PM","0","0","12%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xjr*","Harvey Elliott","AVL","M","M","413","FA","@WHU Sun 2:00PM","0","0","11%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu4*","Harry Maguire","MUN","D","D","246","FA","BOU Mon 8:00PM","0","0","11%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v9d*","Son Heung-Min","TOT","F","F","771","FA","@NOT Sun 2:00PM","0","0","10%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03u2b*","Adama Traore","FUL","F","F","367","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr8*","Christian Norgaard","ARS","M","M","427","FA","WOL Sat 8:00PM","0","0","9%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge8*","Reiss Nelson","BRF","F","F","410","FA","LEE Sun 4:30PM","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k3*","Jacob Ramsey","NEW","M","M","350","FA","@SUN Sun 2:00PM","0","0","9%","-7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062x7*","Rico Lewis","MCI","D","D","348","FA","@CRY Sun 2:00PM","0","0","8%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03jly*","Andreas Pereira","FUL","M","M","617","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0","0","7%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06kwp*","Josh Acheampong","CHE","D","D","250","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","0","0","7%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*035n1*","Bertrand Traore","SUN","M","M","218","FA","NEW Sun 2:00PM","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spp*","Douglas Luiz","NOT","M","M","354","FA","TOT Sun 2:00PM","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0666p*","Kobbie Mainoo","MUN","M","M","376","FA","BOU Mon 8:00PM","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043c1*","Oleksandr Zinchenko","NOT","D","D","343","FA","TOT Sun 2:00PM","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yld*","Luis Diaz","LIV","F","F","553","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0","0","5%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02t1k*","Nathaniel Clyne","CRY","D","D","395","FA","MCI Sun 2:00PM","0","0","5%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gw7*","Jadon Sancho","AVL","M","M","379","FA","@WHU Sun 2:00PM","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r2g*","Rio Ngumoha","LIV","F","F","366","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ojf*","Fabio Carvalho","BRF","M","M","374","FA","LEE Sun 4:30PM","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070f4*","Ladislav Krejci","WOL","D","D","191","FA","@ARS Sat 8:00PM","0","0","4%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v12*","Fer Lopez","WOL","F","F","377","FA","@ARS Sat 8:00PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03zsq*","Kyle Walker-Peters","WHU","D","D","274","FA","AVL Sun 2:00PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r9w*","Abdukodir Khusanov","MCI","D","D","342","FA","@CRY Sun 2:00PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exb*","Rasmus Hojlund","MUN","F","F","618","FA","BOU Mon 8:00PM","0","0","4%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uhs*","James Mcatee","NOT","M","M","391","FA","TOT Sun 2:00PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spq*","Jack Harrison","LEE","M","M","362","FA","@BRF Sun 4:30PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zqq*","Jorrel Hato","CHE","D","D","400","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwx*","Santiago Bueno","WOL","D","D","210","FA","@ARS Sat 8:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r9h*","Romain Esse","CRY","M","M","433","FA","MCI Sun 2:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6x*","William Osula","NEW","F","F","322","FA","@SUN Sun 2:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y29*","Habib Diarra","SUN","M","M","338","FA","NEW Sun 2:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcx*","Josh Brownhill","BUR","M","M","515","W <small>(Tue)</small>","FUL 1<br/>@BUR 1","0","0","3%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070hn*","Dilane Bakwa","NOT","F","F","363","FA","TOT Sun 2:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06195*","Tyler Dibling","EVE","M","M","406","W <small>(Tue)</small>","EVE 0<br/>@CHE 2 F","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zbp*","Max Dowman","ARS","M","M","388","FA","WOL Sat 8:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061x2*","Darwin Nunez","LIV","F","F","702","W <small>(Tue)</small>","BHA 0<br/>@LIV 2 F","0","0","2%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649j*","Manuel Akanji","MCI","D","D","465","FA","@CRY Sun 2:00PM","0","0","2%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068yi*","Illia Zabarnyi","BOU","D","D","818","FA","@MUN Mon 8:00PM","0","0","2%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nvg*","Jota Silva","NOT","F","F","438","FA","TOT Sun 2:00PM","0","0","2%","0%","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mn8*","Rodrigo Gomes","WOL","M","M","304","FA","@ARS Sat 8:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge6*","Joe Willock","NEW","M","M","352","FA","@SUN Sun 2:00PM","0","0","2%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
