"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","Pen","ACNC","Int","CLR","CoS","BS","AER","SBON","SBOF","PKM","PKD","OG","GAO","CS"
"*038ze*","Alex Iwobi","FUL","M","M","160","Rozza08","@MCI Wed 7:30PM","0","0","91%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o6h*","Kai Havertz","ARS","F","F","409","CUM","@BRF Thu 8:00PM @WOL Wed8:00PM","0","0","88%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nu7*","Riccardo Calafiori","ARS","D","D","91","ojag7","@BRF Thu 8:00PM @WOL Wed8:00PM","0","0","88%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068lx*","Dango Ouattara","BRF","M","M","101","Dank95","ARS Thu 8:00PM","0","0","88%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0635j*","Chris Richards","CRY","D","D","32","CUM","BUR Wed 7:30PM","0","0","87%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lsa*","Dan Burn","NEW","D","D","117","Fsail93","@TOT Tue 7:30PM","0","0","85%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcc*","Kiernan Dewsbury-Hall","EVE","M","M","122","FPLL","BOU Tue 7:30PM","0","0","83%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rf9*","Omar Marmoush","MCI","F","F","355","W <small>(Tue)</small>","FUL Wed 7:30PM","0","0","82%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mi4*","Callum Hudson-Odoi","NOT","F","F","178","Ekitiki","WOL Wed 7:30PM","0","0","78%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070fa*","Xavi Simons","TOT","M","M","185","CUM","NEW Tue 7:30PM","0","0","75%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04adp*","Aaron Wan-Bissaka","WHU","D","D","181","BMB","MUN Tue 8:15PM","0","0","71%","+17%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k8*","Conor Gallagher","TOT","M","M","359","Ekitiki","NEW Tue 7:30PM","0","0","69%","+4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05os4*","Rayan Ait-Nouri","MCI","D","D","364","W <small>(Tue)</small>","FUL Wed 7:30PM","0","0","66%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0646f*","Alexander Isak","LIV","F","F","333","W <small>(Tue)</small>","@SUN Wed 8:15PM","0","0","64%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03dx3*","Kieran Trippier","NEW","D","D","249","Rozza08","@TOT Tue 7:30PM","0","0","62%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0410j*","Tammy Abraham","AVL","F","F","445","CTM","BHA Wed 7:30PM","0","0","61%","+11%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*070hk*","Samuel Chukwueze","FUL","F","F","229","BukAke","@MCI Wed 7:30PM","0","0","60%","+5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060wh*","Alejandro Garnacho","CHE","M","M","231","W <small>(Tue)</small>","LEE Tue 7:30PM","0","0","60%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0666p*","Kobbie Mainoo","MUN","M","M","317","Dank95","@WHU Tue 8:15PM","0","0","55%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05opl*","Wesley Fofana","CHE","D","D","161","W <small>(Tue)</small>","LEE Tue 7:30PM","0","0","53%","+9%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ye7*","Oscar Bobb","FUL","M","M","340","W <small>(Tue)</small>","@MCI Wed 7:30PM","0","0","53%","+6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0647t*","Lucas Paqueta","WHU","M","M","119","W <small>(Tue)</small>","MUN Tue 8:15PM","0","0","49%","-35%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04e1e*","Ben White","ARS","D","D","309","CUM","@BRF Thu 8:00PM @WOL Wed8:00PM","0","0","47%","-11%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mpp*","Mats Wieffer","BHA","M","M","174","W <small>(Tue)</small>","@AVL Wed 7:30PM","0","0","44%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oeh*","Kenny Tete","FUL","D","D","138","W <small>(Tue)</small>","@MCI Wed 7:30PM","0","0","43%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072wq*","Rayan Vitor Simplicio Rocha","BOU","F","F","400","Rozza08","@EVE Tue 7:30PM","0","0","43%","+21%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02m5b*","Chris Wood","NOT","F","F","330","W <small>(Tue)</small>","WOL Wed 7:30PM","0","0","43%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ogb*","Anthony Elanga","NEW","F","F","319","W <small>(Tue)</small>","@TOT Tue 7:30PM","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oq8*","James Ward-Prowse","BUR","M","M","373","W <small>(Tue)</small>","@CRY Wed 7:30PM","0","0","40%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ylx*","Dejan Kulusevski","TOT","M","M","699","W <small>(Tue)</small>","NEW Tue 7:30PM","0","0","39%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y9n*","Jamie Gittens","CHE","F","F","328","W <small>(Tue)</small>","LEE Tue 7:30PM","0","0","39%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05l27*","Jarrad Branthwaite","EVE","D","D","418","BMB","BOU Tue 7:30PM","0","0","39%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06p4k*","Matthijs de Ligt","MUN","D","D","179","Ekitiki","@WHU Tue 8:15PM","0","0","39%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ymu*","El Hadji Malick Diouf","WHU","M","M","150","EDL4EFL","MUN Tue 8:15PM","0","0","39%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072jf*","Valentin Castellanos","WHU","F","F","350","Dank95","MUN Tue 8:15PM","0","0","38%","+7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ug0*","Sean Longstaff","LEE","M","M","225","W <small>(Tue)</small>","@CHE Tue 7:30PM","0","0","37%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu4*","Harry Maguire","MUN","D","D","247","joester1","@WHU Tue 8:15PM","0","0","37%","+4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mvz*","Savio","MCI","M","M","318","W <small>(Tue)</small>","FUL Wed 7:30PM","0","0","36%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lav*","Ethan Ampadu","LEE","D","D","111","W <small>(Tue)</small>","@CHE Tue 7:30PM","0","0","33%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfm*","Ryan Sessegnon","FUL","M","M","171","EDL4EFL","@MCI Wed 7:30PM","0","0","31%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05220*","Sepp van den Berg","BRF","D","D","103","Dank95","ARS Thu 8:00PM","0","0","31%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062a9*","Sven Botman","NEW","D","D","199","EDL4EFL","@TOT Tue 7:30PM","0","0","27%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qfq*","Matt ORiley","BHA","M","M","398","W <small>(Tue)</small>","@AVL Wed 7:30PM","0","0","27%","+12%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yqz*","Joe Rodon","LEE","D","D","94","ojag7","@CHE Tue 7:30PM","0","0","27%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sd*","Myles Lewis-Skelly","ARS","D","D","422","W <small>(Tue)</small>","@BRF Thu 8:00PM @WOL Wed8:00PM","0","0","26%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0687c*","Carlos Alcaraz","EVE","M","M","321","W <small>(Tue)</small>","BOU Tue 7:30PM","0","0","25%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0414o*","James Maddison","TOT","M","M","712","W <small>(Tue)</small>","NEW Tue 7:30PM","0","0","23%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zna*","Dan Ndoye","NOT","F","F","240","W <small>(Tue)</small>","WOL Wed 7:30PM","0","0","23%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06p4j*","Noussair Mazraoui","MUN","D","D","341","W <small>(Tue)</small>","@WHU Tue 8:15PM","0","0","22%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03hff*","Josh Cullen","BUR","M","M","163","W <small>(Tue)</small>","@CRY Wed 7:30PM","0","0","21%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fwi*","Carlos Baleba","BHA","M","M","276","W <small>(Tue)</small>","@AVL Wed 7:30PM","0","0","19%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rxa*","Idrissa Gueye","EVE","M","M","218","W <small>(Tue)</small>","BOU Tue 7:30PM","0","0","19%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rm7*","Nico Gonzalez","MCI","M","M","189","W <small>(Tue)</small>","FUL Wed 7:30PM","0","0","19%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052cd*","Mason Mount","MUN","M","M","271","W <small>(Tue)</small>","@WHU Tue 8:15PM","0","0","18%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063y7*","Destiny Udogie","TOT","D","D","347","W <small>(Tue)</small>","NEW Tue 7:30PM","0","0","18%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063hu*","Amadou Onana","AVL","M","M","192","W <small>(Tue)</small>","BHA Wed 7:30PM","0","0","18%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05w7t*","Pape Sarr","TOT","M","M","234","W <small>(Tue)</small>","NEW Tue 7:30PM","0","0","18%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yr0*","Daniel James","LEE","M","M","384","W <small>(Tue)</small>","@CHE Tue 7:30PM","0","0","18%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o8o*","Jayden Bogle","LEE","D","D","140","W <small>(Tue)</small>","@CHE Tue 7:30PM","0","0","17%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061vn*","Rodrigo Muniz","FUL","F","F","362","W <small>(Tue)</small>","@MCI Wed 7:30PM","0","0","17%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v0t*","Wilson Isidor","SUN","F","F","235","W <small>(Tue)</small>","LIV Wed 8:15PM","0","0","15%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu5*","Andrew Robertson","LIV","D","D","308","W <small>(Tue)</small>","@SUN Wed 8:15PM","0","0","15%","-5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065ao*","Ethan Nwaneri","ARS","M","M","440","W <small>(Tue)</small>","@BRF Thu 8:00PM @WOL Wed8:00PM","0","0","15%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062p5*","Levi Colwill","CHE","D","D","588","W <small>(Tue)</small>","LEE Tue 7:30PM","0","0","14%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o2t*","Niclas Fullkrug","WHU","F","F","378","W <small>(Tue)</small>","MUN Tue 8:15PM","0","0","14%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06yb9*","Reinildo Isnard Mandava","SUN","D","D","200","W <small>(Tue)</small>","LIV Wed 8:15PM","0","0","13%","-3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rec*","Tyrone Mings","AVL","D","D","300","feeneya","BHA Wed 7:30PM","0","0","13%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v6n*","Quilindschy Hartman","BUR","D","D","187","W <small>(Tue)</small>","@CRY Wed 7:30PM","0","0","12%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","M","295","W <small>(Tue)</small>","@NOT Wed 7:30PM ARS Wed8:00PM","0","0","12%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rma*","Marshall Munetsi","WOL","M","M","257","W <small>(Tue)</small>","@NOT Wed 7:30PM ARS Wed8:00PM","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zwj*","Evann Guessand","CRY","F","F","314","W <small>(Tue)</small>","BUR Wed 7:30PM","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ve*","Ryan Christie","BOU","M","M","335","W <small>(Tue)</small>","@EVE Tue 7:30PM","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06crm*","Pau Torres","AVL","D","D","213","CTM","BHA Wed 7:30PM","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03v9d*","Son Heung-Min","TOT","F","F","832","W <small>(Tue)</small>","NEW Tue 7:30PM","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jgr*","Maxime Esteve","BUR","D","D","144","W <small>(Tue)</small>","@CRY Wed 7:30PM","0","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sft*","Yves Bissouma","TOT","M","M","410","W <small>(Tue)</small>","NEW Tue 7:30PM","0","0","10%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06fxu*","Ibrahim Sangare","NOT","M","M","201","BukAke","WOL Wed 7:30PM","0","0","9%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnc*","Daichi Kamada","CRY","M","M","216","W <small>(Tue)</small>","BUR Wed 7:30PM","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xjr*","Harvey Elliott","AVL","M","M","450","W <small>(Tue)</small>","BHA Wed 7:30PM","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge8*","Reiss Nelson","BRF","F","F","453","W <small>(Tue)</small>","ARS Thu 8:00PM","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062h7*","Tyler Adams","BOU","M","M","209","W <small>(Tue)</small>","@EVE Tue 7:30PM","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4o*","Lyle Foster","BUR","F","F","259","W <small>(Tue)</small>","@CRY Wed 7:30PM","0","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072r2*","Lorenzo Lucca","NOT","F","F","429","W <small>(Tue)</small>","WOL Wed 7:30PM","0","0","9%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yeg*","Tosin Adarabioyo","CHE","D","D","281","W <small>(Tue)</small>","LEE Tue 7:30PM","0","0","8%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0700u*","Bafode Diakite","BOU","D","D","223","W <small>(Tue)</small>","@EVE Tue 7:30PM","0","0","8%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ybq*","Chemsdine Talbi","SUN","F","F","227","W <small>(Tue)</small>","LIV Wed 8:15PM","0","0","8%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062x7*","Rico Lewis","MCI","D","D","385","W <small>(Tue)</small>","FUL Wed 7:30PM","0","0","8%","-2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr8*","Christian Norgaard","ARS","M","M","455","W <small>(Tue)</small>","@BRF Thu 8:00PM @WOL Wed8:00PM","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072j8*","Pablo Felipe Pereira de Jesus","WHU","F","F","405","feeneya","MUN Tue 8:15PM","0","0","7%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06l4i*","Tyrique George","EVE","F","F","451","W <small>(Tue)</small>","BOU Tue 7:30PM","0","0","7%","+6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03jly*","Andreas Pereira","FUL","M","M","670","W <small>(Tue)</small>","@MCI Wed 7:30PM","0","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04d9r*","Angel Gomes","WOL","M","M","436","W <small>(Tue)</small>","@NOT Wed 7:30PM ARS Wed8:00PM","0","0","7%","+7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y59*","Noah Sadiki","SUN","M","M","196","W <small>(Tue)</small>","LIV Wed 8:15PM","0","0","7%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0554g*","Calvin Bassey","FUL","D","D","220","W <small>(Tue)</small>","@MCI Wed 7:30PM","0","0","6%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y29*","Habib Diarra","SUN","M","M","332","BukAke","LIV Wed 8:15PM","0","0","6%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yld*","Luis Diaz","LIV","F","F","605","W <small>(Tue)</small>","@SUN Wed 8:15PM","0","0","6%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yu*","Facundo Buonanotte","LEE","M","M","463","W <small>(Tue)</small>","@CHE Tue 7:30PM","0","0","6%","-6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yl5*","John Stones","MCI","D","D","392","W <small>(Tue)</small>","FUL Wed 7:30PM","0","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uzo*","Zian Flemming","BUR","M","M","228","W <small>(Tue)</small>","@CRY Wed 7:30PM","0","0","5%","+1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067ys*","Jack Hinshelwood","BHA","M","M","313","W <small>(Tue)</small>","@AVL Wed 7:30PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06v12*","Fer Lopez","WOL","F","F","415","W <small>(Tue)</small>","@NOT Wed 7:30PM ARS Wed8:00PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067x6*","Max Alleyne","MCI","D","D","411","W <small>(Tue)</small>","FUL Wed 7:30PM","0","0","4%","-4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ojf*","Fabio Carvalho","BRF","M","M","420","W <small>(Tue)</small>","ARS Thu 8:00PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ge9*","Eddie Nketiah","CRY","F","F","336","W <small>(Tue)</small>","BUR Wed 7:30PM","0","0","4%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnm*","Marc Guiu","CHE","F","F","412","W <small>(Tue)</small>","LEE Tue 7:30PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r7k*","Emmanuel Agbadou","WOL","D","D","255","W <small>(Tue)</small>","@NOT Wed 7:30PM ARS Wed8:00PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r2g*","Rio Ngumoha","LIV","F","F","407","W <small>(Tue)</small>","@SUN Wed 8:15PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exb*","Rasmus Hojlund","MUN","F","F","671","W <small>(Tue)</small>","@WHU Tue 8:15PM","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072zs*","Nilson Angulo","SUN","F","F","473","W <small>(Tue)</small>","LIV Wed 8:15PM","0","0","4%","+3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uns*","Leon Bailey","AVL","M","M","448","W <small>(Tue)</small>","BHA Wed 7:30PM","0","0","3%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zbm*","Cristhian Mosquera","ARS","D","D","365","W <small>(Tue)</small>","@BRF Thu 8:00PM @WOL Wed8:00PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04spq*","Jack Harrison","LEE","M","M","413","W <small>(Tue)</small>","@CHE Tue 7:30PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06jh3*","Joshua King","FUL","M","M","294","W <small>(Tue)</small>","@MCI Wed 7:30PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ew2*","Axel Disasi","WHU","D","D","425","W <small>(Tue)</small>","MUN Tue 8:15PM","0","0","3%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gcx*","Josh Brownhill","BUR","M","M","567","W <small>(Tue)</small>","@CRY Wed 7:30PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02lkp*","Raheem Sterling","CHE","F","F","837","W <small>(Tue)</small>","LEE Tue 7:30PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061x2*","Darwin Nunez","LIV","F","F","756","W <small>(Tue)</small>","@SUN Wed 8:15PM","0","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072pc*","Alex Toth","BOU","M","M","481","feeneya","@EVE Tue 7:30PM","0","0","2%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tr1*","Ethan Pinnock","BRF","D","D","414","W <small>(Tue)</small>","ARS Thu 8:00PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*035n1*","Bertrand Traore","SUN","M","M","290","W <small>(Tue)</small>","LIV Wed 8:15PM","0","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ar4*","Adam Armstrong","WOL","F","F","437","feeneya","@NOT Wed 7:30PM ARS Wed8:00PM","0","0","2%","+2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
