"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","Pen","ACNC","Int","CLR","CoS","BS","AER","SBON","SBOF","PKM","PKD","OG","GAO","CS"
"*03rzp*","Antonee Robinson","FUL","D","D","332","FPLL","@WHU Sat 3:00PM","17.6","17.6","88%","+3%","1","1","90","0","2","0","0","2","0","0","0","0","2","0","4","0","1","1","0","0","0","0","0","0","1"
"*051k7*","Reece James","CHE","D","D","26","Fsail93","AVL Sat 5:30PM","17.55","17.55","100%","0%","1","1","90","1","0","0","1","2","1","0","0","0","0","1","1","0","0","2","0","0","0","0","0","2","0"
"*063zi*","Matheus Nunes","MCI","D","D","36","Rozza08","MCI 0<br/>@NOT 0","17.55","17.55","98%","+1%","1","1","90","0","0","0","0","3","1","0","0","0","1","1","1","3","0","1","0","0","0","0","0","0","1"
"*06uyc*","Adrien Truffert","BOU","D","D","49","Ekitiki","@BRF Sat 3:00PM","17.55","17.55","94%","-1%","1","1","90","0","0","0","0","6","0","0","0","0","1","3","7","1","0","2","0","0","0","0","0","1","0"
"*068y0*","Antoine Semenyo","BOU","F","F","3","CUM","@BRF Sat 3:00PM","17.5","17.5","100%","0%","1","1","90","1","3","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"*070hj*","Kevin Santos Lopes de Macedo","FUL","F","F","233","BMB","@WHU Sat 3:00PM","17.44","17.44","38%","+12%","1","1","77","0","1","1","0","1","0","0","0","0","1","0","0","3","0","2","0","1","0","1","0","0","1"
"*06v21*","Florian Wirtz","LIV","M","M","139","CUM","WOL Sat 3:00PM","17.06","17.06","100%","0%","1","1","88","0","2","1","1","1","1","0","0","0","0","0","0","4","0","0","0","1","0","0","0","1","0"
"*05220*","Sepp van den Berg","BRF","D","D","59","Dank95","BOU Sat 3:00PM","16.8","16.8","42%","0%","1","1","90","0","0","0","0","0","1","1","0","0","0","1","10","0","0","7","0","0","0","0","0","0","1"
"*06phe*","Ferdi Kadioglu","BHA","D","D","165","FPLL","@ARS Sat 3:00PM","16.45","16.45","16%","-1%","1","1","90","0","1","0","0","3","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","1"
"*03vlj*","Virgil van Dijk","LIV","D","D","14","Rozza08","WOL Sat 3:00PM","16.3","16.3","100%","0%","1","1","90","0","0","0","1","1","0","0","0","0","0","0","6","0","0","9","0","0","0","0","0","1","0"
"*05mzz*","Pascal Struijk","LEE","D","D","146","Dank95","@SUN Sun 2:00PM","15.8","15.8","10%","+3%","1","1","90","0","0","0","1","1","0","0","0","0","0","1","8","0","0","7","0","0","0","0","0","1","0"
"*05tqz*","Rico Henry","BRF","D","D","306","FA","BOU Sat 3:00PM","15.55","15.55","4%","0%","1","1","90","0","0","0","0","0","0","1","0","0","2","0","3","1","2","3","0","0","0","0","0","0","1"
"*05oeh*","Kenny Tete","FUL","D","D","94","CTM","@WHU Sat 3:00PM","15.45","15.45","67%","+3%","1","1","90","0","1","0","0","1","1","0","0","0","1","3","1","0","0","1","0","0","0","0","0","0","1"
"*04qrc*","Raul Jimenez","FUL","F","F","151","FPLL","@WHU Sat 3:00PM","15.43","15.43","80%","+5%","1","1","84","1","0","0","1","1","2","1","0","0","0","1","1","1","0","3","0","1","0","0","0","0","1"
"*06nu7*","Riccardo Calafiori","ARS","D","D","23","ojag7","BHA Sat 3:00PM","15.3","15.3","89%","0%","1","1","90","0","0","0","0","1","2","0","0","0","0","0","6","1","0","4","0","0","0","0","0","0","1"
"*0327r*","Michael Keane","EVE","D","D","22","feeneya","@BUR Sat 3:00PM","15.3","15.3","75%","+6%","1","1","90","0","0","0","0","2","0","0","0","0","0","2","6","0","2","5","0","0","0","0","0","1","0"
"*06nyw*","Jorge Cuenca","FUL","D","D","333","FA","@WHU Sat 3:00PM","15.2","15.2","2%","+1%","1","1","90","0","1","0","0","0","0","1","0","0","0","1","6","1","2","2","0","0","0","0","0","0","1"
"*06zbz*","Hugo Ekitike","LIV","F","F","78","Fsail93","WOL Sat 3:00PM","15.16","15.16","96%","0%","1","1","88","1","1","0","1","0","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0"
"*0558w*","William Saliba","ARS","D","D","132","ojag7","BHA Sat 3:00PM","15.05","15.05","98%","+1%","1","1","90","0","0","0","0","0","2","0","0","0","0","1","5","0","0","5","0","0","0","0","0","0","1"
"*06v07*","Rayan Cherki","MCI","M","M","130","joester1","MCI 0<br/>@NOT 0","14.72","14.72","99%","+1%","1","1","66","0","6","0","0","1","0","0","0","0","1","1","0","2","0","0","0","1","0","0","0","0","1"
"*06y26*","Olivier Boscagli","BHA","D","D","373","FA","@ARS Sat 3:00PM","14.3","14.3","1%","-1%","1","1","90","0","0","0","0","1","0","0","0","0","0","0","6","0","1","2","0","0","0","0","0","0","1"
"*04y92*","Bukayo Saka","ARS","M","M","13","feeneya","BHA Sat 3:00PM","14.2","14.2","100%","0%","1","1","90","0","1","0","1","1","0","0","0","0","1","0","0","4","0","1","0","0","0","0","0","0","1"
"*068yt*","Sasa Lukic","FUL","M","M","175","Dank95","@WHU Sat 3:00PM","14","14","20%","+5%","1","1","90","0","3","0","0","4","0","0","0","0","0","1","2","0","0","2","0","0","0","0","0","0","1"
"*05os8*","Joachim Andersen","FUL","D","D","96","CUM","@WHU Sat 3:00PM","13.8","13.8","43%","+1%","1","1","90","0","0","0","0","0","0","1","0","0","0","2","8","0","1","2","0","0","0","0","0","0","1"
"*06ex4*","Josko Gvardiol","MCI","D","D","83","Rozza08","MCI 0<br/>@NOT 0","13.3","13.3","99%","0%","1","1","90","0","0","0","0","0","1","0","0","0","0","1","4","0","0","3","0","0","0","0","0","0","1"
"*061vp*","Brenden Aaronson","LEE","M","M","128","CTM","@SUN Sun 2:00PM","13.27","13.27","40%","+6%","1","1","76","0","0","1","0","1","3","0","0","0","0","1","1","1","0","2","0","1","0","0","0","0","1"
"*066r9*","Ehor Yarmolyuk","BRF","M","M","167","FA","BOU Sat 3:00PM","13.2","13.2","7%","0%","1","1","90","0","1","0","0","2","0","0","0","0","2","3","2","0","0","0","0","0","0","0","0","0","1"
"*063hu*","Amadou Onana","AVL","M","M","168","joester1","@CHE Sat 5:30PM","13.06","13.06","22%","+4%","1","1","83","0","1","0","0","3","0","0","0","0","0","1","4","1","1","5","0","1","0","0","0","1","0"
"*06y9m*","Maxim De Cuyper","BHA","D","D","178","CTM","@ARS Sat 3:00PM","12.91","12.91","55%","-3%","1","1","63","0","1","0","0","0","0","0","0","0","1","1","3","0","0","1","0","1","0","0","0","0","1"
"*06v0p*","Enzo Le Fee","SUN","M","M","108","Fsail93","LEE Sun 2:00PM","12.8","12.8","73%","+12%","1","1","90","0","5","0","0","0","1","1","0","0","3","1","0","1","1","0","0","0","0","0","0","0","1"
"*04tsb*","Viktor Gyokeres","ARS","F","F","163","BukAke","BHA Sat 3:00PM","12.68","12.68","96%","0%","1","1","64","1","1","0","1","1","2","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"*0647t*","Lucas Paqueta","WHU","M","M","88","BukAke","FUL Sat 3:00PM","12.59","12.59","95%","+1%","1","1","77","0","2","0","1","2","1","0","0","0","0","2","1","2","0","1","0","1","0","0","0","3","0"
"*068yc*","Yasin Ayari","BHA","M","M","138","FA","@ARS Sat 3:00PM","12.55","12.55","30%","0%","1","1","90","0","0","0","2","0","1","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","1"
"*06rgg*","Michael Kayode","BRF","D","D","64","BukAke","BOU Sat 3:00PM","12.3","12.3","85%","-1%","1","1","90","0","0","0","0","0","0","1","0","0","0","2","2","1","2","0","0","0","0","0","0","0","1"
"*06dmj*","Jurrien Timber","ARS","D","D","17","joester1","BHA Sat 3:00PM","12.2","12.2","98%","0%","1","1","90","0","1","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"*05omu*","Ruben Dias","MCI","D","D","20","FPLL","MCI 0<br/>@NOT 0","12.05","12.05","94%","+1%","1","1","90","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1"
"*067zv*","Kevin Schade","BRF","F","F","91","EDL4EFL","BOU Sat 3:00PM","11.95","11.95","98%","+1%","1","1","90","0","1","0","3","0","1","0","0","0","0","1","1","0","0","3","0","0","0","0","0","0","1"
"*051k0*","John McGinn","AVL","M","M","124","FPLL","@CHE Sat 5:30PM","11.86","11.86","54%","+4%","1","1","83","0","3","1","1","1","7","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0"
"*06p5s*","Brajan Gruda","BHA","M","M","268","FA","@ARS Sat 3:00PM","11.8","11.8","20%","-1%","1","1","85","0","4","0","1","0","1","1","0","0","0","1","0","3","0","0","0","1","0","0","0","0","1"
"*06kx1*","Justin Devenny","CRY","M","M","345","FA","TOT Sun 4:30PM","11.74","11.74","1%","0%","1","0","12","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*05l8q*","Cole Palmer","CHE","M","M","266","BMB","AVL Sat 5:30PM","11.46","11.46","100%","0%","1","1","78","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","0"
"*06yb7*","Gabriel Gudmundsson","LEE","D","D","122","CTM","@SUN Sun 2:00PM","11.3","11.3","25%","+2%","1","1","90","0","0","0","2","2","2","0","0","0","1","1","2","0","0","1","0","0","0","0","0","1","0"
"*0646f*","Alexander Isak","LIV","F","F","272","FA","WOL Sat 3:00PM","11.28","11.28","80%","-20%","1","0","14","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"*0435m*","Granit Xhaka","SUN","M","M","30","Dank95","LEE Sun 2:00PM","11.2","11.2","87%","+1%","1","1","90","0","1","0","0","2","0","0","0","0","0","1","2","0","2","0","0","0","0","0","0","0","1"
"*0703c*","Nordi Mukiele","SUN","D","D","25","Dank95","LEE Sun 2:00PM","11.2","11.2","79%","+2%","1","1","90","0","1","0","0","0","1","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","1"
"*070ho*","Lutsharel Geertruida","SUN","D","D","281","FA","LEE Sun 2:00PM","11.2","11.2","2%","+1%","1","1","90","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1"
"*06kqy*","Ayden Heaven","MUN","D","D","289","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","11.05","11.05","3%","+1%","1","1","90","0","0","0","0","1","1","0","0","0","0","1","7","1","2","4","0","0","0","0","0","2","0"
"*06c4h*","Hjalmar Ekdal","BUR","D","D","229","FA","EVE Sat 3:00PM","11.05","11.05","2%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","2","9","0","0","4","0","0","0","0","0","1","0"
"*05gvx*","Armando Broja","BUR","F","F","335","FA","EVE Sat 3:00PM","10.98","10.98","4%","+1%","1","0","24","1","0","0","1","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*0427d*","James Tarkowski","EVE","D","D","8","CTM","@BUR Sat 3:00PM","10.95","10.95","99%","+1%","1","1","90","0","1","0","0","0","0","1","0","0","1","1","5","0","1","5","0","0","0","0","0","1","0"
"*05rb8*","Moises Caicedo","CHE","M","M","109","EDL4EFL","AVL Sat 5:30PM","10.8","10.8","96%","0%","1","1","90","0","0","0","0","3","0","1","0","0","0","5","0","2","0","0","0","0","0","0","0","2","0"
"*05t6z*","Tim Iroegbunam","EVE","M","M","245","FA","@BUR Sat 3:00PM","10.8","10.8","2%","+1%","1","1","90","0","0","0","0","6","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0"
"*03yqz*","Joe Rodon","LEE","D","D","54","ojag7","@SUN Sun 2:00PM","10.55","10.55","46%","0%","1","1","90","0","0","0","0","1","1","0","0","0","0","1","1","0","2","4","0","0","0","0","0","1","0"
"*05y9n*","Lewis Hall","NEW","D","D","194","ojag7","NEW 0<br/>@MUN 1 F","10.45","10.45","78%","+3%","1","1","90","0","1","0","0","1","0","1","0","0","1","4","3","1","0","3","0","0","0","0","0","2","0"
"*02m11*","Matt Doherty","WOL","D","D","320","FA","@LIV Sat 3:00PM","10.41","10.41","1%","0%","1","1","88","0","1","0","0","1","0","0","0","0","1","1","3","0","0","3","0","1","0","1","0","2","0"
"*05n07*","Pedro Porro","TOT","D","D","76","BMB","@CRY Sun 4:30PM","10.35","10.35","99%","0%","1","1","90","0","2","0","1","0","0","0","0","0","2","1","3","1","1","0","0","0","0","0","0","2","0"
"*06do9*","Milos Kerkez","LIV","D","D","136","Fsail93","WOL Sat 3:00PM","10.3","10.3","92%","+5%","1","1","90","0","0","0","0","1","0","0","0","0","1","3","2","0","2","0","0","0","0","0","0","1","0"
"*04spw*","James Garner","EVE","M","M","44","joester1","@BUR Sat 3:00PM","10.2","10.2","80%","+2%","1","1","90","0","1","0","0","1","0","0","0","0","1","1","2","3","0","0","0","0","0","0","0","1","0"
"*04io4*","Richarlison","TOT","F","F","99","Dank95","@CRY Sun 4:30PM","10.08","10.08","82%","+3%","1","0","9","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06ab3*","Lewis Miley","NEW","M","M","204","EDL4EFL","NEW 0<br/>@MUN 1 F","10.05","10.05","25%","+2%","1","1","90","0","0","0","0","1","0","0","0","0","0","3","3","1","0","3","0","0","0","0","0","2","0"
"*05a6e*","Neco Williams","NOT","D","D","42","EDL4EFL","MCI 0<br/>@NOT 0","9.95","9.95","91%","-2%","1","1","90","0","1","0","1","1","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","1","0"
"*043qy*","Lewis Cook","BOU","M","M","341","FA","@BRF Sat 3:00PM","9.95","9.95","17%","0%","1","1","90","0","1","0","0","1","1","0","0","0","1","1","5","1","0","3","0","0","0","0","0","1","0"
"*05o8o*","Jayden Bogle","LEE","D","D","144","FA","@SUN Sun 2:00PM","9.83","9.83","19%","0%","1","1","79","0","0","0","0","1","1","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","1"
"*04tig*","Fabian Schar","NEW","D","D","147","feeneya","NEW 0<br/>@MUN 1 F","9.8","9.8","65%","+1%","1","1","90","0","0","0","1","0","0","1","0","0","0","0","4","0","3","5","0","0","0","0","0","2","0"
"*070hh*","Christantus Uche","CRY","M","M","387","FA","TOT Sun 4:30PM","9.74","9.74","2%","0%","1","0","12","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0"
"*05mxa*","Joel Veltman","BHA","D","D","325","FA","@ARS Sat 3:00PM","9.7","9.7","1%","0%","1","0","45","0","2","0","0","2","0","0","0","0","1","0","0","2","1","1","1","0","0","0","0","0","0"
"*070gu*","Alex Jimenez","BOU","D","D","247","joester1","@BRF Sat 3:00PM","9.66","9.66","13%","-3%","1","1","88","0","1","0","0","2","0","0","0","0","2","1","0","1","0","0","0","1","0","0","0","1","0"
"*063q8*","Mikkel Damsgaard","BRF","M","M","131","CUM","BOU Sat 3:00PM","9.65","9.65","90%","+1%","1","0","25","0","1","1","0","1","1","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0"
"*06v05*","Jeremie Frimpong","LIV","D","D","349","BukAke","WOL Sat 3:00PM","9.56","9.56","88%","+11%","1","0","28","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","0"
"*05opj*","Elliot Anderson","NOT","M","M","39","Fsail93","MCI 0<br/>@NOT 0","9.35","9.35","97%","0%","1","1","90","0","2","0","0","1","1","0","0","0","0","1","1","0","1","4","0","0","0","0","0","1","0"
"*056iy*","Pedro Neto","CHE","F","F","38","BMB","AVL Sat 5:30PM","9.1","9.1","100%","0%","1","1","90","0","2","0","1","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","2","0"
"*06clt*","Justin Kluivert","BOU","M","M","256","feeneya","@BRF Sat 3:00PM","9.06","9.06","73%","-1%","1","1","63","0","2","0","0","0","1","0","0","0","0","2","0","1","0","1","0","1","0","0","0","0","1"
"*04yjx*","Ki-Jana Hoever","WOL","D","D","298","FA","@LIV Sat 3:00PM","9","9","1%","0%","1","1","80","0","1","0","0","2","0","0","0","0","0","1","6","1","0","0","0","1","0","0","0","1","0"
"*03am7*","Jacob Murphy","NEW","M","M","121","CTM","NEW 0<br/>@MUN 1 F","8.89","8.89","88%","+3%","1","1","72","0","3","0","0","0","1","0","0","0","3","0","1","1","0","0","0","1","0","0","0","2","0"
"*05r9b*","Martin Odegaard","ARS","M","M","262","Fsail93","BHA Sat 3:00PM","8.84","8.84","99%","0%","1","1","87","0","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1"
"*05u7f*","Ibrahima Konate","LIV","D","D","57","feeneya","WOL Sat 3:00PM","8.8","8.8","95%","+2%","1","1","90","0","0","0","0","0","0","1","0","0","0","1","4","0","2","4","0","0","0","0","0","1","0"
"*06fwx*","Santiago Bueno","WOL","D","D","216","FA","@LIV Sat 3:00PM","8.8","8.8","3%","0%","1","1","90","0","0","0","0","2","0","0","0","0","0","1","8","0","0","3","0","0","0","0","0","2","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","M","166","FA","@CRY Sun 4:30PM","8.7","8.7","15%","+1%","1","1","90","0","1","0","0","2","0","1","0","0","0","2","2","1","1","1","0","0","0","0","0","2","0"
"*060wh*","Alejandro Garnacho","CHE","M","M","211","FPLL","AVL Sat 5:30PM","8.6","8.6","66%","0%","1","1","90","0","2","0","1","0","1","1","0","0","0","1","0","3","0","1","0","0","0","0","0","2","0"
"*03dyx*","Josh Laurent","BUR","M","M","264","FA","EVE Sat 3:00PM","8.55","8.55","1%","0%","1","1","90","0","0","0","0","1","1","0","0","0","0","3","5","0","0","2","0","0","0","0","0","1","0"
"*05ocl*","Ollie Watkins","AVL","F","F","135","ojag7","@CHE Sat 5:30PM","8.38","8.38","99%","0%","1","1","74","0","1","1","0","0","3","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*04mup*","Trevoh Chalobah","CHE","D","D","11","CTM","AVL Sat 5:30PM","8.3","8.3","89%","0%","1","1","90","0","0","0","0","1","0","0","0","0","0","3","6","0","0","2","0","0","0","0","0","2","0"
"*06jgs*","Adam Wharton","CRY","M","M","115","CTM","TOT Sun 4:30PM","8.3","8.3","74%","0%","1","1","90","0","0","0","1","2","1","1","0","0","1","0","2","0","1","3","0","0","0","0","0","4","0"
"*052cb*","Ian Maatsen","AVL","D","D","276","CUM","@CHE Sat 5:30PM","8.28","8.28","34%","0%","1","1","74","0","2","0","0","2","2","0","0","0","0","1","4","1","0","0","0","1","0","0","0","1","0"
"*070cj*","Noah Okafor","LEE","F","F","153","Ekitiki","@SUN Sun 2:00PM","8.17","8.17","40%","+2%","1","1","76","0","1","0","0","0","0","0","0","0","0","1","1","3","0","1","0","1","0","0","0","0","1"
"*04abb*","Phil Foden","MCI","M","M","24","Ekitiki","MCI 0<br/>@NOT 0","8.1","8.1","100%","0%","1","1","90","0","2","0","1","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"*05ubv*","Omari Hutchinson","NOT","F","F","202","EDL4EFL","MCI 0<br/>@NOT 0","8.1","8.1","53%","-1%","1","1","90","0","2","0","0","0","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","1","0"
"*05rl4*","Crysencio Summerville","WHU","M","M","212","FA","FUL Sat 3:00PM","8.06","8.06","22%","+2%","1","1","78","0","0","0","1","1","1","0","0","0","0","2","0","1","0","0","0","1","0","0","0","3","0"
"*0689w*","Georginio Rutter","BHA","F","F","141","joester1","@ARS Sat 3:00PM","8.05","8.05","87%","-1%","1","1","90","0","0","0","1","0","3","0","0","0","0","1","3","1","0","4","0","0","0","0","0","0","1"
"*06cms*","Sandro Tonali","NEW","M","M","133","Ekitiki","NEW 0<br/>@MUN 1 F","8.05","8.05","81%","0%","1","1","90","0","0","0","0","0","2","0","0","0","1","3","1","0","1","2","0","0","0","0","0","2","0"
"*06fwz*","Murillo","NOT","D","D","169","Fsail93","MCI 0<br/>@NOT 0","7.95","7.95","54%","-4%","1","1","90","0","1","0","1","1","1","1","0","0","0","1","3","0","2","0","0","0","0","0","0","1","0"
"*06fxe*","Ryan Gravenberch","LIV","M","M","67","Rozza08","WOL Sat 3:00PM","7.85","7.85","96%","0%","1","1","90","0","2","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0"
"*06pe1*","Mateus Goncalo Espanha Fernandes","WHU","M","M","117","joester1","FUL Sat 3:00PM","7.81","7.81","61%","+5%","1","1","78","0","0","0","0","1","0","0","0","0","0","2","1","2","0","0","0","1","0","0","0","3","0"
"*05y5b*","Freddie Potts","WHU","M","M","260","FA","FUL Sat 3:00PM","7.81","7.81","3%","0%","1","1","78","0","0","0","1","2","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","3","0"
"*061xw*","Joe Worrall","BUR","D","D","385","FA","EVE Sat 3:00PM","7.8","7.8","0%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","8","0","1","2","0","0","0","0","0","1","0"
"*044w8*","Marcus Edwards","BUR","F","F","388","FA","EVE Sat 3:00PM","7.64","7.64","7%","0%","1","0","12","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"*04yo7*","Youri Tielemans","AVL","M","M","196","BMB","@CHE Sat 5:30PM","7.6","7.6","86%","+1%","1","1","90","0","2","0","0","1","1","0","0","0","1","0","0","0","0","3","0","0","0","0","0","1","0"
"*06y9z*","Martin Zubimendi","ARS","M","M","92","Fsail93","BHA Sat 3:00PM","7.55","7.55","87%","-1%","1","1","90","0","0","0","0","0","0","0","0","0","0","1","5","0","0","1","0","0","0","0","0","0","1"
"*02oq6*","Luke Shaw","MUN","D","D","114","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","7.55","7.55","18%","-1%","1","1","90","0","0","0","0","1","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","2","0"
"*06uzn*","Lucas Pires","BUR","D","D","416","FA","EVE Sat 3:00PM","7.55","7.55","0%","0%","1","1","90","0","0","0","0","3","1","0","0","0","0","0","5","1","0","0","0","0","0","0","0","1","0"
"*070hc*","Brian Brobbey","SUN","F","F","290","FA","LEE Sun 2:00PM","7.42","7.42","11%","+2%","1","1","71","0","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","1"
