"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","Pen","ACNC","Int","CLR","CoS","BS","AER","SBON","SBOF","PKM","PKD","OG","GAO","CS"
"*062dt*","Joao Palhinha","TOT","M","M","104","FPLL","@CRY Sun 4:30PM","7.36","7.36","56%","-1%","1","0","18","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"*0635j*","Chris Richards","CRY","D","D","12","CUM","TOT Sun 4:30PM","7.3","7.3","90%","-2%","1","1","90","0","0","0","0","1","0","0","0","0","0","1","10","1","2","3","0","0","0","0","0","4","0"
"*04qfz*","Diogo Dalot","MUN","D","D","72","BukAke","NEW 0<br/>@MUN 1 F","7.3","7.3","76%","0%","1","1","90","0","0","0","1","2","0","1","0","0","1","0","2","2","0","1","0","0","0","0","0","2","0"
"*062ts*","Djed Spence","TOT","D","D","186","FA","@CRY Sun 4:30PM","7.2","7.2","32%","0%","1","1","90","0","1","0","1","2","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","2","0"
"*04ge9*","Eddie Nketiah","CRY","F","F","277","EDL4EFL","TOT Sun 4:30PM","7.17","7.17","26%","-2%","1","1","76","0","1","0","1","2","3","0","0","0","0","0","5","0","0","0","0","1","0","0","0","3","0"
"*03zsq*","Kyle Walker-Peters","WHU","D","D","274","FA","FUL Sat 3:00PM","7.05","7.05","5%","0%","1","1","90","0","0","0","0","4","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","3","0"
"*0626q*","Simon Adingra","SUN","M","M","323","FA","LEE Sun 2:00PM","6.99","6.99","28%","-1%","1","1","62","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1"
"*04fk6*","Bernardo Silva","MCI","M","M","207","CUM","MCI 0<br/>@NOT 0","6.98","6.98","65%","-2%","1","1","74","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1"
"*03hff*","Josh Cullen","BUR","M","M","87","Rozza08","EVE Sat 3:00PM","6.95","6.95","62%","+1%","1","1","90","0","1","0","0","1","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","1","0"
"*05y7c*","Archie Gray","TOT","M","M","358","FA","@CRY Sun 4:30PM","6.8","6.8","2%","0%","1","1","70","0","1","0","0","0","0","0","0","0","0","2","6","0","0","0","0","1","0","0","0","2","0"
"*06pia*","Maxence Lacroix","CRY","D","D","16","EDL4EFL","TOT Sun 4:30PM","6.8","6.8","97%","0%","1","1","90","0","0","0","0","3","0","1","0","0","0","2","12","0","0","4","0","0","0","0","0","4","0"
"*067x8*","Nico OReilly","MCI","M","M","77","BMB","MCI 0<br/>@NOT 0","6.8","6.8","79%","-1%","1","1","90","0","0","0","0","1","2","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","1"
"*0700p*","Malick Thiaw","NEW","D","D","50","EDL4EFL","NEW 0<br/>@MUN 1 F","6.8","6.8","65%","0%","1","1","90","0","0","0","0","2","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","2","0"
"*06mw0*","Nikola Milenkovic","NOT","D","D","113","feeneya","MCI 0<br/>@NOT 0","6.8","6.8","50%","-4%","1","1","90","0","0","0","0","0","0","1","0","0","0","1","4","0","0","4","0","0","0","0","0","1","0"
"*052cd*","Mason Mount","MUN","M","M","205","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","6.7","6.7","60%","+5%","1","1","90","0","1","0","0","2","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","0"
"*04sat*","Emile Smith Rowe","FUL","M","M","237","feeneya","@WHU Sat 3:00PM","6.58","6.58","54%","-1%","1","1","84","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"*05tr9*","Mathias Jensen","BRF","M","M","251","FA","BOU Sat 3:00PM","6.51","6.51","2%","-1%","1","1","63","0","0","0","0","0","2","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","1"
"*070hp*","Randal Kolo Muani","TOT","F","F","303","Fsail93","@CRY Sun 4:30PM","6.48","6.48","47%","+1%","1","1","79","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","2","0"
"*06eo0*","Lesley Ugochukwu","BUR","M","M","185","CUM","EVE Sat 3:00PM","6.37","6.37","5%","-1%","1","1","81","0","0","0","0","1","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0","1","0"
"*05gcs*","Sander Berge","FUL","M","M","164","FA","@WHU Sat 3:00PM","6.3","6.3","6%","-1%","1","1","65","0","0","0","0","1","1","1","0","0","0","1","2","0","0","4","0","1","0","0","0","0","1"
"*06pic*","Andre","WOL","M","M","219","FA","@LIV Sat 3:00PM","6.3","6.3","3%","0%","1","1","90","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","0"
"*04fk8*","Victor Lindelof","AVL","D","D","372","FA","@CHE Sat 5:30PM","6.3","6.3","1%","0%","1","1","90","0","0","0","0","1","1","0","0","0","0","2","4","0","0","0","0","0","0","0","0","1","0"
"*06uzo*","Zian Flemming","BUR","M","M","177","ojag7","EVE Sat 3:00PM","6.28","6.28","13%","-2%","1","1","64","0","0","0","0","2","0","1","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1"
"*02lp9*","Kyle Walker","BUR","D","D","171","FA","EVE Sat 3:00PM","6.27","6.27","13%","0%","1","1","76","0","0","0","0","1","2","0","0","0","0","1","3","0","0","2","0","1","0","0","0","1","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","F","33","CTM","TOT Sun 4:30PM","6.17","6.17","100%","0%","1","1","76","0","1","0","0","0","4","0","0","0","0","0","5","0","1","5","0","1","0","0","0","3","0"
"*05opl*","Wesley Fofana","CHE","D","D","161","Dank95","AVL Sat 5:30PM","6.05","6.05","63%","0%","1","1","90","0","0","0","0","1","1","0","0","0","0","1","3","1","0","2","0","0","0","0","0","2","0"
"*06v01*","Ilia Gruev","LEE","M","M","331","FA","@SUN Sun 2:00PM","6.04","6.04","0%","0%","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"*0687c*","Carlos Alcaraz","EVE","M","M","287","FA","@BUR Sat 3:00PM","5.98","5.98","43%","+5%","1","1","74","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0"
"*03rxs*","Harry Wilson","FUL","M","M","55","CUM","@WHU Sat 3:00PM","5.91","5.91","96%","-1%","1","1","83","0","0","0","0","2","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1"
"*06c6g*","Yankuba Minteh","BHA","M","M","9","BMB","@ARS Sat 3:00PM","5.9","5.9","99%","0%","1","1","70","0","0","0","0","0","2","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","1"
"*04mi4*","Callum Hudson-Odoi","NOT","F","F","158","Ekitiki","MCI 0<br/>@NOT 0","5.81","5.81","83%","-3%","1","1","88","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0"
"*052ca*","Ezri Konsa","AVL","D","D","150","Fsail93","@CHE Sat 5:30PM","5.8","5.8","29%","-1%","1","1","90","0","0","0","0","0","0","0","0","0","0","1","4","0","1","0","0","0","0","0","0","1","0"
"*06v0l*","Chris Rigg","SUN","M","M","371","FA","LEE Sun 2:00PM","5.76","5.76","1%","0%","1","1","63","0","0","0","0","1","2","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1"
"*067ys*","Jack Hinshelwood","BHA","M","M","294","FA","@ARS Sat 3:00PM","5.65","5.65","6%","-1%","1","1","70","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","1","0","0","0","0","1"
"*070g8*","Nicolo Savona","NOT","D","D","190","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","5.6","5.6","10%","-4%","1","1","80","0","0","0","0","0","1","0","0","0","0","0","2","1","1","1","0","1","0","0","0","1","0"
"*06mow*","Jorgen Strand Larsen","WOL","F","F","209","Dank95","@LIV Sat 3:00PM","5.55","5.55","56%","-2%","1","1","90","0","0","0","1","1","0","0","0","0","0","0","5","0","0","5","0","0","1","0","0","2","0"
"*068yd*","Joao Gomes","WOL","M","M","179","FA","@LIV Sat 3:00PM","5.55","5.55","20%","-1%","1","1","90","0","0","0","0","0","1","1","0","0","0","2","1","3","0","0","0","0","0","0","0","2","0"
"*06635*","Oliver Scarles","WHU","D","D","403","FA","FUL Sat 3:00PM","5.51","5.51","1%","0%","1","1","63","0","0","0","0","4","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","2","0"
"*05ylj*","Bruno Guimaraes","NEW","M","M","28","Ekitiki","NEW 0<br/>@MUN 1 F","5.45","5.45","99%","0%","1","1","90","0","1","0","0","1","3","0","0","0","1","0","1","1","0","0","0","0","0","0","0","2","0"
"*06zxy*","Benjamin Sesko","MUN","F","F","203","Ekitiki","NEW 0<br/>@MUN 1 F","5.44","5.44","80%","+2%","1","1","72","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","2","0"
"*06pib*","Manuel Ugarte","MUN","M","M","295","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","5.44","5.44","4%","0%","1","1","72","0","0","0","0","2","1","1","0","0","0","2","0","1","0","1","0","1","0","0","0","2","0"
"*06y9o*","Igor Jesus Maciel da Cruz","NOT","F","F","208","ojag7","MCI 0<br/>@NOT 0","5.42","5.42","33%","-5%","1","1","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","1","0"
"*0520r*","Leandro Trossard","ARS","M","M","118","Rozza08","BHA Sat 3:00PM","5.33","5.33","92%","+1%","1","1","79","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1"
"*06rm7*","Nico Gonzalez","MCI","M","M","134","CTM","MCI 0<br/>@NOT 0","5.32","5.32","35%","-3%","1","1","66","0","0","0","0","0","1","1","0","0","1","2","0","0","0","1","0","1","0","0","0","0","1"
"*062ci*","Kaoru Mitoma","BHA","M","M","259","joester1","@ARS Sat 3:00PM","5.3","5.3","93%","+1%","1","0","25","0","2","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","D","157","EDL4EFL","@BUR Sat 3:00PM","5.3","5.3","52%","+7%","1","1","90","0","0","0","0","2","0","1","0","0","0","0","2","1","0","1","0","0","0","0","0","1","0"
"*06dwm*","Jacob Bruun Larsen","BUR","F","F","261","FA","EVE Sat 3:00PM","5.3","5.3","5%","-1%","1","1","65","0","0","0","0","0","1","0","0","0","0","2","0","1","0","1","0","1","0","0","0","0","1"
"*051k3*","Jacob Ramsey","NEW","M","M","337","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","5.26","5.26","11%","+2%","1","1","88","0","0","0","0","0","1","0","0","0","0","1","0","1","0","2","0","1","0","0","0","2","0"
"*062x7*","Rico Lewis","MCI","D","D","350","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","5.24","5.24","7%","0%","1","0","22","0","2","0","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0"
"*05w9i*","Marc Cucurella","CHE","D","D","41","BukAke","AVL Sat 5:30PM","5.05","5.05","100%","0%","1","1","90","0","0","0","0","1","1","0","0","0","0","0","3","0","0","3","0","0","0","0","0","2","0"
"*05gcr*","Bruno Fernandes","MUN","M","M","2","CTM","NEW 0<br/>@MUN 1 F","5.05","5.05","99%","0%","1","1","45","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0"
"*06mpp*","Mats Wieffer","BHA","M","M","105","BMB","@ARS Sat 3:00PM","5.05","5.05","67%","-6%","1","1","45","0","1","0","0","0","0","0","0","0","0","1","3","0","0","1","0","1","0","0","0","0","0"
"*06zqk*","David Moller Wolfe","WOL","D","D","275","FA","@LIV Sat 3:00PM","5.05","5.05","3%","-1%","1","1","90","0","0","0","0","0","0","0","0","0","0","1","1","1","0","2","0","0","0","0","0","2","0"
"*06ezb*","Micky van de Ven","TOT","D","D","100","FPLL","@CRY Sun 4:30PM","4.85","4.85","83%","-1%","1","1","90","0","2","0","0","1","0","1","0","0","0","0","5","0","0","2","0","0","0","0","0","2","0"
"*0700u*","Bafode Diakite","BOU","D","D","155","CUM","@BRF Sat 3:00PM","4.8","4.8","24%","-7%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","1","0"
"*070g9*","Soungoutou Magassa","WHU","M","M","279","FA","FUL Sat 3:00PM","4.8","4.8","2%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","3","0"
"*06rpm*","Mateus Mane","WOL","F","F","369","FA","@LIV Sat 3:00PM","4.78","4.78","1%","0%","1","0","24","0","2","0","0","0","1","0","0","0","2","0","0","1","0","0","1","0","0","0","0","1","0"
"*04qr9*","Morgan Gibbs-White","NOT","M","M","84","BukAke","MCI 0<br/>@NOT 0","4.74","4.74","99%","0%","1","1","72","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0"
"*06cmm*","Dominik Szoboszlai","LIV","M","M","29","Dank95","WOL Sat 3:00PM","4.7","4.7","100%","0%","1","1","90","0","1","0","0","0","0","1","0","0","1","1","2","0","0","1","0","0","0","0","0","1","0"
"*0639x*","Marcus Tavernier","BOU","M","M","62","BukAke","@BRF Sat 3:00PM","4.66","4.66","98%","0%","1","1","88","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*06fv8*","Mohammed Kudus","TOT","M","M","19","Fsail93","@CRY Sun 4:30PM","4.64","4.64","100%","0%","1","1","57","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0","1","0"
"*070f9*","Yeremy Pino","CRY","M","M","156","ojag7","TOT Sun 4:30PM","4.6","4.6","64%","-1%","1","1","85","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","0","0","3","0"
"*05o4b*","Matty Cash","AVL","D","D","35","Ekitiki","@CHE Sat 5:30PM","4.55","4.55","83%","-1%","1","1","90","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0"
"*070f4*","Ladislav Krejci","WOL","D","D","198","FA","@LIV Sat 3:00PM","4.55","4.55","4%","-1%","1","1","90","0","0","0","0","1","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","2","0"
"*05w91*","Hwang Hee-Chan","WOL","F","F","297","FA","@LIV Sat 3:00PM","4.41","4.41","4%","-1%","1","1","88","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","0","2","0"
"*04f6o*","Will Hughes","CRY","M","M","307","FA","TOT Sun 4:30PM","4.4","4.4","2%","0%","1","1","45","0","0","0","0","0","1","0","0","0","0","0","2","1","1","1","0","1","0","0","0","2","0"
"*04rh9*","David Brooks","BOU","M","M","231","FA","@BRF Sat 3:00PM","4.36","4.36","15%","-3%","1","1","73","0","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"*04tzt*","Jefferson Lerma","CRY","M","M","252","FA","TOT Sun 4:30PM","4.3","4.3","2%","0%","1","0","45","0","1","0","0","0","1","0","0","0","1","0","4","0","0","2","1","0","0","0","0","2","0"
"*061vk*","Jaidon Anthony","BUR","F","F","120","FA","EVE Sat 3:00PM","4.27","4.27","70%","-2%","1","1","76","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0"
"*06xzd*","Charalampos Kostoulas","BHA","F","F","338","FA","@ARS Sat 3:00PM","4.16","4.16","4%","0%","1","0","18","0","2","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0"
"*062pl*","Lisandro Martinez","MUN","D","D","366","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","4.05","4.05","10%","+4%","1","0","45","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0"
"*05uhj*","Conor Bradley","LIV","D","D","249","Rozza08","WOL Sat 3:00PM","3.9","3.9","46%","-3%","1","1","45","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0"
"*06ybp*","Thierno Barry","EVE","F","F","240","FA","@BUR Sat 3:00PM","3.8","3.8","35%","+2%","1","1","65","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","1","0","0","0","1","0"
"*02lm7*","Jack Grealish","EVE","M","M","63","ojag7","@BUR Sat 3:00PM","3.7","3.7","97%","0%","1","1","90","0","1","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"*04o82*","Curtis Jones","LIV","M","M","253","FA","WOL Sat 3:00PM","3.7","3.7","29%","+5%","1","1","90","0","1","0","0","0","3","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0"
"*06xza*","Eli Kroupi","BOU","F","F","215","BukAke","@BRF Sat 3:00PM","3.65","3.65","27%","+1%","1","0","25","0","1","0","0","0","1","0","0","0","0","1","1","1","0","1","1","0","0","0","0","1","0"
"*04spp*","Douglas Luiz","NOT","M","M","357","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","3.59","3.59","7%","-2%","1","1","72","0","1","0","0","1","0","0","0","1","0","2","1","0","0","0","0","1","0","0","0","1","0"
"*06mn7*","Lucas Bergvall","TOT","M","M","230","FA","@CRY Sun 4:30PM","3.55","3.55","15%","-1%","1","1","70","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0"
"*06p6j*","Evanilson","BOU","F","F","159","feeneya","@BRF Sat 3:00PM","3.54","3.54","92%","-2%","1","1","62","0","2","0","0","1","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"*06mx0*","Leny Yoro","MUN","D","D","195","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","3.41","3.41","20%","-1%","1","1","83","0","0","0","0","1","0","0","0","0","0","0","3","0","1","0","0","1","0","0","0","2","0"
"*06mn0*","Igor Thiago","BRF","F","F","7","Rozza08","BOU Sat 3:00PM","3.3","3.3","98%","0%","1","1","90","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"*061va*","Boubacar Kamara","AVL","M","M","119","FA","@CHE Sat 5:30PM","3.24","3.24","45%","-4%","1","1","87","0","0","0","0","0","1","0","0","0","0","0","2","0","0","1","0","1","0","0","0","1","0"
"*05akv*","Tyrick Mitchell","CRY","D","D","52","BMB","TOT Sun 4:30PM","3.2","3.2","98%","0%","1","1","90","0","1","0","0","3","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","4","0"
"*04yey*","Max Kilman","WHU","D","D","181","FA","FUL Sat 3:00PM","2.8","2.8","25%","0%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","4","0","2","1","0","0","0","0","0","3","0"
"*04p0d*","Dwight McNeil","EVE","M","M","389","FA","@BUR Sat 3:00PM","2.73","2.73","43%","+5%","1","1","74","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0"
"*06qwj*","Ezra Mayers","WHU","D","D","427","FA","FUL Sat 3:00PM","2.65","2.65","0%","0%","1","0","25","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0"
"*06v0c*","Shea Lacey","MUN","F","F","439","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","2.6","2.6","0%","0%","1","0","5","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*050jq*","Marc Guehi","CRY","D","D","6","Ekitiki","TOT Sun 4:30PM","2.55","2.55","98%","0%","1","1","90","0","0","0","0","0","0","1","0","0","0","2","7","0","1","3","0","0","0","0","0","4","0"
"*062oh*","Jake OBrien","EVE","D","D","86","EDL4EFL","@BUR Sat 3:00PM","2.55","2.55","44%","+8%","1","1","90","0","0","0","0","0","0","0","0","1","0","1","3","0","0","1","0","0","0","0","0","1","0"
"*061ya*","Brennan Johnson","TOT","F","F","257","feeneya","@CRY Sun 4:30PM","2.52","2.52","46%","0%","1","0","31","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"*06y29*","Habib Diarra","SUN","M","M","344","FA","LEE Sun 2:00PM","2.5","2.5","2%","0%","1","0","25","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"*06jh3*","Joshua King","FUL","M","M","238","FA","@WHU Sat 3:00PM","2.47","2.47","5%","0%","1","0","11","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0"
"*06mvz*","Savio","MCI","M","M","270","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","2.44","2.44","54%","-2%","1","0","22","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*0522h*","Alexis Mac Allister","LIV","M","M","199","Fsail93","WOL Sat 3:00PM","2.3","2.3","83%","+2%","1","1","90","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"*070hi*","Merlin Rohl","EVE","M","M","399","FA","@BUR Sat 3:00PM","2.28","2.28","0%","0%","1","0","14","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"*070bg*","Jackson Tchatchoua","WOL","D","D","248","FA","@LIV Sat 3:00PM","2.27","2.27","1%","0%","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"*068ym*","Enzo Fernandez","CHE","M","M","58","feeneya","AVL Sat 5:30PM","2.25","2.25","100%","0%","1","0","35","0","2","0","0","0","2","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0"
"*064a0*","Wilfried Gnonto","LEE","F","F","328","FA","@SUN Sun 2:00PM","2.24","2.24","15%","0%","1","0","12","0","0","0","0","1","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","1","0"
"*06v12*","Fer Lopez","WOL","F","F","383","FA","@LIV Sat 3:00PM","2.03","2.03","5%","0%","1","1","64","0","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0"
"*05udw*","Romaine Mundle","SUN","F","F","436","FA","LEE Sun 2:00PM","2.02","2.02","0%","0%","1","0","26","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*02lv9*","James Milner","BHA","M","M","334","FA","@ARS Sat 3:00PM","2.01","2.01","1%","0%","1","0","18","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"*06yey*","Borna Sosa","CRY","D","D","443","FA","TOT Sun 4:30PM","1.88","1.88","1%","0%","1","0","24","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1","0"
"*02t1k*","Nathaniel Clyne","CRY","D","D","390","FA","TOT Sun 4:30PM","1.78","1.78","5%","-3%","1","1","64","0","0","0","0","1","0","0","0","0","0","1","2","1","0","0","0","1","0","0","0","3","0"
"*04tm0*","Lucas Digne","AVL","D","D","110","FA","@CHE Sat 5:30PM","1.53","1.53","62%","-4%","1","0","14","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"*06r9w*","Abdukodir Khusanov","MCI","D","D","353","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","1.44","1.44","3%","0%","1","0","22","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*043c1*","Oleksandr Zinchenko","NOT","D","D","354","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","1.41","1.41","5%","0%","1","0","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","D","210","FA","FUL Sat 3:00PM","1.2","1.2","2%","0%","1","0","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04ge7*","Donyell Malen","AVL","F","F","218","BukAke","@CHE Sat 5:30PM","1.18","1.18","30%","-2%","1","0","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*04ge6*","Joe Willock","NEW","M","M","367","W <small>(Tue)</small>","NEW 0<br/>@MUN 1 F","1.02","1.02","1%","0%","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06fvn*","Beto","EVE","F","F","255","FA","@BUR Sat 3:00PM","0.96","0.96","28%","0%","1","0","23","0","0","0","0","0","3","0","0","0","0","0","2","0","0","3","1","0","0","0","0","0","0"
"*0521z*","James Justin","LEE","D","D","396","FA","@SUN Sun 2:00PM","0.93","0.93","0%","0%","1","0","9","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0"
"*04abn*","Harvey Barnes","NEW","M","M","200","FPLL","NEW 0<br/>@MUN 1 F","0.84","0.84","61%","-5%","1","0","17","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*06v0t*","Wilson Isidor","SUN","F","F","187","FA","LEE Sun 2:00PM","0.84","0.84","30%","-1%","1","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*05uhs*","James Mcatee","NOT","M","M","401","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","0.82","0.82","3%","0%","1","0","16","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*046c5*","Jarrod Bowen","WHU","F","F","34","Rozza08","FUL Sat 3:00PM","0.8","0.8","100%","0%","1","1","90","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0"
"*03sbh*","Enes Unal","BOU","F","F","397","FA","@BRF Sat 3:00PM","0.77","0.77","1%","0%","1","0","26","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
"*06uzl*","Oliver Sonne","BUR","D","D","375","FA","EVE Sat 3:00PM","0.74","0.74","0%","0%","1","0","12","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"*06y27*","Loum Tchaouna","BUR","F","F","267","FA","EVE Sat 3:00PM","0.71","0.71","7%","0%","1","0","23","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
"*03r8x*","Callum Wilson","WHU","F","F","197","ojag7","FUL Sat 3:00PM","0.7","0.7","28%","-2%","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*06zxx*","Divine Mukasa","MCI","M","M","452","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","0.68","0.68","0%","0%","1","0","14","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*070hd*","Tolu Arokodare","WOL","F","F","317","FA","@LIV Sat 3:00PM","0.66","0.66","1%","0%","1","0","8","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"*03u2b*","Adama Traore","FUL","F","F","381","FA","@WHU Sat 3:00PM","0.6","0.6","11%","+1%","1","0","5","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"*0703h*","Arnaud Kalimuendo","NOT","F","F","422","W <small>(Tue)</small>","MCI 0<br/>@NOT 0","0.52","0.52","1%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
